Crossing ID,Google Maps,County,City,Route,Street,Urban Rural,MPO,RPO,Primary RR,Trains Per Day,TPD Source,TPD Year,Train Speed,Total Tracks,Warning Device,Is Shortline RR,Is Amtrak Service,Road Class,Road Lanes,Road Speed,AADT,AADT Truck,AADT Year,Crashes 5yrs,Crashes PDO,Crashes Injury,Crashes Fatal,Blocked Reports,Lat WGS84,LonWGS84,ObjectId,x,y
481805W,"https://www.google.com/maps/@39.00687447,-83.80890213,200m/data=!3m1!1e3",BROWN,SARDINIA,CR 76,S MAIN ST,Rural,None,Ohio Valley Regional Development Commission,CCET - Cincinnati East Terminal Rwy,10,PUCO/FRA,2016,40,1,Flashing Lights,Yes,No,7 - Local,2,25,872,27,2021,0,0,0,0,0,39.00687447,-83.80890213,261,-9329564.3090549,4722656.32926467
155147E,"https://www.google.com/maps/@39.94514571,-84.16881345,200m/data=!3m1!1e3",MIAMI,TIPP CITY,TR 150,E EVANSTON RD,Rural,Miami Valley Regional Planning Commission (Dayton),None,CSX - CSX Transportation,22,PUCO/FRA,2023,50,1,Lights and Gates,No,No,5 - Major Collector,2,25,1767,89,2021,0,0,0,0,0,39.94514571,-84.16881345,3842,-9369629.45392803,4857974.20248098
258783N,"https://www.google.com/maps/@39.9351828,-83.77827087,200m/data=!3m1!1e3",CLARK,SPRINGFIELD,CR 502,N BELMONT AVE,Urban,Clark County-Springfield Transportation Coordinating Committee (Springfield),None,IORY - Indiana & Ohio Railway,4,FRA,2017,20,1,Lights and Gates,Yes,No,4 - Minor Arterial,4,35,10271,329,2021,0,0,0,0,0,39.9351828,-83.77827087,925,-9326154.45278935,4856527.68633658
513253B,"https://www.google.com/maps/@39.96627586,-83.07747098,200m/data=!3m1!1e3",FRANKLIN,COLUMBUS,CR 66,HAGUE AVE,Urban,Mid-Ohio Regional Planning Commission (Columbus),None,NS - Norfolk Southern Railway Company,20,PUCO/FRA,2020,50,2,Lights and Gates,No,No,4 - Minor Arterial,2,Unknown,10118,443,2021,0,0,0,0,7,39.96627586,-83.07747098,1257,-9248141.76588656,4861042.78891247
903800G,"https://www.google.com/maps/@39.98790906,-83.12311346,200m/data=!3m1!1e3",FRANKLIN,COLUMBUS,MR 797 P,EQUITY DR,Urban,Mid-Ohio Regional Planning Commission (Columbus),None,NS - Norfolk Southern Railway Company,0,PUCO/FRA,2019,10,2,Crossbucks,No,No,7 - Local,2,Unknown,1899,38,2020,0,0,0,0,0,39.98790906,-83.12311346,1589,-9253222.6635187,4864185.41258222
503663X,"https://www.google.com/maps/@39.98198279,-81.55343034,200m/data=!3m1!1e3",GUERNSEY,BYESVILLE,TR 4382,HOPE AVE,Urban,None,Ohio Mid-Eastern Governments Association,CUOH - Columbus & Ohio River Railroad,5,PUCO/FRA,2022,10,2,Flashing Lights,Yes,No,5 - Major Collector,2,45,2352,118,2021,0,0,0,0,0,39.98198279,-81.55343034,1921,-9078486.33789351,4863324.41296849
473655V,"https://www.google.com/maps/@41.2630678,-82.79575386,200m/data=!3m1!1e3",HURON,BELLEVUE,SR 4,SR-4,Rural,None,None,WE - Wheeling & Lake Erie Railway Company,9,FRA,2021,55,2,Lights and Gates,Yes,No,4 - Minor Arterial,2,55,1836,257,2021,0,0,0,0,1,41.2630678,-82.79575386,2253,-9216781.15954041,5051221.88294324
509407C,"https://www.google.com/maps/@41.55552488,-83.32003677,200m/data=!3m1!1e3",OTTAWA,MARTIN,TR 214,N OPFER LENTZ RD,Rural,None,None,NS - Norfolk Southern Railway Company,50,PUCO/FRA,2022,79,2,Lights and Gates,No,Yes,7 - Local,2,40,238,12,2021,0,0,0,0,0,41.55552488,-83.32003677,3913,-9275144.06611323,5094630.01667237
474380T,"https://www.google.com/maps/@40.79569472,-81.36857773,200m/data=!3m1!1e3",STARK,CANTON,MR 1830,3RD ST,Urban,Stark County Area Transportation Study (Canton),None,WE - Wheeling & Lake Erie Railway Company,2,PUCO/FRA,2021,10,1,Lights and Gates,Yes,No,4 - Minor Arterial,2,25,387,35,2021,0,0,0,0,0,40.79569472,-81.36857773,4174,-9057908.6394765,4982253.22652279
919860N,"https://www.google.com/maps/@41.12039769,-81.88448605,200m/data=!3m1!1e3",MEDINA,MEDINA,TR 740,IMAGINE LN,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,WE - Wheeling & Lake Erie Railway Company,0,PUCO/FRA,2021,10,1,Crossbucks,Yes,No,7 - Local,2,45,2264,113,2020,0,0,0,0,0,41.12039769,-81.88448605,3249,-9115339.29095491,5030116.54803857
837687K,"https://www.google.com/maps/@41.02280629,-81.59097625,200m/data=!3m1!1e3",SUMMIT,BARBERTON,CR 97,FAIRVIEW AVE,Urban,Akron Metropolitan Area Transportation Study (Akron),None,AB - Akron Barberton Cluster Railway Company,2,PUCO/FRA,2021,10,1,Flashing Lights,Yes,No,4 - Minor Arterial,2,Unknown,5095,50,2021,0,0,0,0,0,41.02280629,-81.59097625,4506,-9082665.92947608,5015706.16862333
002103G,"https://www.google.com/maps/@41.08889618,-81.68745391,200m/data=!3m1!1e3",MEDINA,COPLEY,CR 2,MEDINA LINE RD,Rural,Akron Metropolitan Area Transportation Study (Akron),None,WE - Wheeling & Lake Erie Railway Company,5,PUCO/FRA,2021,40,1,Lights and Gates,Yes,No,5 - Major Collector,2,45,3120,218,2020,0,0,0,0,0,41.08889618,-81.68745391,3178,-9093405.7734602,5025462.68568753
472670U,"https://www.google.com/maps/@41.16337836,-81.3741561,200m/data=!3m1!1e3",PORTAGE,KENT,CR 140,FAIRCHILD AVE,Urban,Akron Metropolitan Area Transportation Study (Akron),None,WE - Wheeling & Lake Erie Railway Company,2,PUCO/FRA,2021,25,1,Lights and Gates,Yes,No,4 - Minor Arterial,2,25,1781,50,2021,0,0,0,0,0,41.16337836,-81.3741561,3510,-9058529.62078436,5036469.88380405
152219V,"https://www.google.com/maps/@41.2430085,-82.70095779,200m/data=!3m1!1e3",HURON,MONROEVILLE,SR 547,MONROE ST,Rural,None,None,WE - Wheeling & Lake Erie Railway Company,0,FRA,2021,15,1,Crossbucks,Yes,No,5 - Major Collector,2,35,2382,77,2021,0,0,0,0,0,41.2430085,-82.70095779,2917,-9206228.50929881,5048251.70909023
258687L,"https://www.google.com/maps/@40.31816654,-83.97688278,200m/data=!3m1!1e3",LOGAN,QUINCY,CR 34,S CR 34,Rural,None,Logan-Union-Champaign Regional Planning Commission,IORY - Indiana & Ohio Railway,2,PUCO/FRA,2017,25,1,Crossbucks,Yes,No,7 - Local,2,45,186,10,2021,0,0,0,0,0,40.31816654,-83.97688278,2585,-9348263.82947602,4912285.66652557
476962E,"https://www.google.com/maps/@40.53434002,-84.39171474,200m/data=!3m1!1e3",AUGLAIZE,ST. MARYS,CR 114 A,GREENVILLE RD,Rural,None,None,RJCW - R. J. Corman Western Ohio Line,1,FRA,2019,10,1,Crossbucks,Yes,No,5 - Major Collector,4,25,941,38,2021,0,0,0,0,0,40.53434002,-84.39171474,593,-9394442.712028,4943897.66409522
481525U,"https://www.google.com/maps/@40.52025226,-83.11633602,200m/data=!3m1!1e3",MARION,MARION,CR 108,OWENS RD W,Rural,None,Central Ohio Rural Planning Organization,NS - Norfolk Southern Railway Company,32,FRA,2020,60,1,Lights and Gates,No,No,6 - Minor Collector,2,45,1132,57,2021,0,0,0,0,4,40.52025226,-83.11633602,3581,-9252468.20234902,4941834.44932446
523456H,"https://www.google.com/maps/@40.86951376,-84.58937405,200m/data=!3m1!1e3",VAN WERT,VAN WERT,TR 134,WOODLAND AVE,Urban,None,None,"CFE - Chicago, Ft. Wayne & Eastern",0,PUCO/FRA,2017,10,1,Crossbucks,Yes,No,7 - Local,2,25,921,56,2021,0,0,0,0,0,40.86951376,-84.58937405,4838,-9416446.04576775,4993113.98312105
532602K,"https://www.google.com/maps/@40.8176228,-83.13083589,200m/data=!3m1!1e3",WYANDOT,NEVADA,SR 231,S MAIN ST,Rural,None,None,"CFE - Chicago, Ft. Wayne & Eastern",10,PUCO/FRA,2017,40,2,Lights and Gates,Yes,No,5 - Major Collector,4,35,1032,40,2021,0,0,0,0,0,40.8176228,-83.13083589,5502,-9254082.32049399,4985478.17182912
920786H,"https://www.google.com/maps/@40.86227493,-81.75464991,200m/data=!3m1!1e3",WAYNE,ORRVILLE,MR 290,COLLINS BLVD,Urban,None,None,NS - Norfolk Southern Railway Company,0,PUCO/FRA,2019,10,1,Crossbucks,No,No,7 - Local,2,25,Unknown,Unknown,2021,0,0,0,0,0,40.86227493,-81.75464991,5170,-9100885.99796355,4992048.42245809
229029K,"https://www.google.com/maps/@39.48234162,-82.32849054,200m/data=!3m1!1e3",HOCKING,HAYDENVILLE,TR 1082,PATTON ST,Rural,None,Buckeye Hills-Hocking Valley Regional Development District,HVSR - Hocking Valley Scenic Railway,0,PUCO/FRA,Unknown,30,1,Crossbucks,Yes,No,7 - Local,1,40,48,1,2020,0,0,0,0,0,39.48234162,-82.32849054,2562,-9164765.64469164,4791000.27193379
527924N,"https://www.google.com/maps/@40.07068036,-83.55184173,200m/data=!3m1!1e3",CHAMPAIGN,MECHANICSBURG,MR 256,S LOCUST ST,Rural,None,Logan-Union-Champaign Regional Planning Commission,IORY - Indiana & Ohio Railway,0,FRA,2017,30,3,Crossbucks,Yes,No,7 - Local,2,25,198,6,2020,0,0,0,0,0,40.07068036,-83.55184173,902,-9300948.47622379,4876218.67896063
228650P,"https://www.google.com/maps/@40.15810992,-83.07820786,200m/data=!3m1!1e3",DELAWARE,POWELL,SR 750,W OLENTANGY ST,Urban,Mid-Ohio Regional Planning Commission (Columbus),None,CSX - CSX Transportation,11,FRA,2021,50,2,Lights and Gates,No,No,3 - Principal Arterial,2,25,14847,382,2021,0,0,0,0,1,40.15810992,-83.07820786,1898,-9248223.79499294,4888945.05346833
503326G,"https://www.google.com/maps/@40.09513213,-80.72186648,200m/data=!3m1!1e3",BELMONT,MARTINS FERRY,CR 509,HANOVER ST,Urban,Bel-O-Mar Regional Council Policy Committee (Wheeling-Bridgeport),None,NS - Norfolk Southern Railway Company,2,FRA,2020,20,1,Lights and Gates,No,No,5 - Major Collector,3,25,2848,289,2021,0,0,0,0,0,40.09513213,-80.72186648,238,-8985917.07243622,4879776.26683029
538766W,"https://www.google.com/maps/@40.27276166,-84.21649121,200m/data=!3m1!1e3",SHELBY,SIDNEY,TR 167,WRIGHT RD,Rural,None,None,CSX - CSX Transportation,16,PUCO/FRA,2022,60,2,Crossbucks,No,No,7 - Local,1,45,36,2,2020,0,0,0,0,0,40.27276166,-84.21649121,4197,-9374936.9178934,4905658.78962517
476924V,"https://www.google.com/maps/@40.65324599,-84.21675168,200m/data=!3m1!1e3",AUGLAIZE,BUCKLAND,CR 208,NATIONAL RD,Rural,None,None,RJCW - R. J. Corman Western Ohio Line,2,PUCO/FRA,2019,25,1,Crossbucks,Yes,No,7 - Local,2,45,1096,49,2021,0,0,0,0,0,40.65324599,-84.21675168,570,-9374965.91328117,4961329.28427775
472196Y,"https://www.google.com/maps/@41.48669832,-81.77394945,200m/data=!3m1!1e3",CUYAHOGA,LAKEWOOD,MR 7608,BEACH AVE,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,NS - Norfolk Southern Railway Company,4,FRA,2020,35,1,Lights and Gates,No,No,7 - Local,2,25,2281,68,2020,0,0,0,0,0,41.48669832,-81.77394945,1566,-9103034.41292889,5084396.78447605
152214L,"https://www.google.com/maps/@41.02314844,-82.68624481,200m/data=!3m1!1e3",HURON,WILLARD,SR 598,SR-598,Rural,None,None,ASRY - Ashland Railway Inc.,2,FRA,2020,25,1,Lights and Gates,Yes,No,5 - Major Collector,2,55,1153,198,2021,0,0,0,0,0,41.02314844,-82.68624481,2894,-9204590.66785716,5015756.65327377
265078C,"https://www.google.com/maps/@41.0109063,-81.70391161,200m/data=!3m1!1e3",MEDINA,WADSWORTH,TR 59,SILVERCREEK RD,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,AB - Akron Barberton Cluster Railway Company,0,FRA,2021,10,1,Lights and Gates,Yes,No,5 - Major Collector,2,25,3851,31,2021,0,0,0,0,0,41.0109063,-81.70391161,3226,-9095237.83624383,5013950.4737256
873452V,"https://www.google.com/maps/@41.06088834,-80.65767153,200m/data=!3m1!1e3",MAHONING,YOUNGSTOWN,SR 170,E MIDLOTHIAN BLVD,Urban,Eastgate Reginal Council of Governments (Youngstown),None,"YSRR - Youngstown & Southeastern Railroad Company, Inc.",1,PUCO/FRA,2021,10,1,Flashing Lights,Yes,No,4 - Minor Arterial,4,35,12035,1616,2021,0,0,0,0,0,41.06088834,-80.65767153,3865,-8978770.92329072,5021326.83264541
477644W,"https://www.google.com/maps/@41.39250065,-84.13153434,200m/data=!3m1!1e3",HENRY,NAPOLEON,MR 600,WOODLAWN AVE,Urban,None,Maumee Valley Planning Organization,"NDW - Napoleon, Defiance & Western",1,FRA,2017,10,1,Lights and Gates,Yes,No,5 - Major Collector,2,35,4579,367,2021,0,0,0,0,0,41.39250065,-84.13153434,2230,-9365479.56238561,5070408.94201666
509207T,"https://www.google.com/maps/@41.21385063,-83.22523203,200m/data=!3m1!1e3",SENECA,TIFFIN,CR 31,N CR 31,Rural,None,None,"NOW - Northern Ohio & Western Railway, Ltd.",2,PUCO/FRA,2020,20,2,Lights and Gates,Yes,No,5 - Major Collector,2,45,802,41,2021,0,0,0,0,0,41.21385063,-83.22523203,4529,-9264590.45073164,5043935.93831639
477978E,"https://www.google.com/maps/@41.56334555,-84.71107035,200m/data=!3m1!1e3",WILLIAMS,EDON,CR 119,CO RD 6,Rural,None,Maumee Valley Planning Organization,"IN - Indiana Northeastern Railroad Company, Inc.",1,PUCO/FRA,2020,20,1,Crossbucks,Yes,No,7 - Local,2,45,361,19,2021,0,0,0,0,0,41.56334555,-84.71107035,5193,-9429993.21591518,5095793.49427068
474458K,"https://www.google.com/maps/@40.56613996,-81.09213904,200m/data=!3m1!1e3",CARROLL,CARROLLTON,SR 332,SCIO RD SE,Rural,None,Ohio Mid-Eastern Governments Association,WE - Wheeling & Lake Erie Railway Company,0,FRA,2021,10,1,Crossbucks,Yes,No,4 - Minor Arterial,2,55,4369,293,2021,0,0,0,0,0,40.56613996,-81.09213904,23,-9027135.62527014,4948556.50139113
258603N,"https://www.google.com/maps/@40.75339726,-84.08926171,200m/data=!3m1!1e3",ALLEN,LIMA,SR 81,FINDLAY RD,Urban,Lima-Allen County Regional Planning Commission (Lima),None,IORY - Indiana & Ohio Railway,8,PUCO/FRA,2017,25,1,Lights and Gates,Yes,No,3 - Principal Arterial,4,45,14875,1128,2021,0,0,0,0,3,40.75339726,-84.08926171,355,-9360773.79473952,4976035.58017568
532617A,"https://www.google.com/maps/@40.82474151,-83.26863235,200m/data=!3m1!1e3",WYANDOT,UPPER SANDUSKY,TR 1022,RESERVOIR RD,Rural,None,None,"CFE - Chicago, Ft. Wayne & Eastern",10,PUCO/FRA,2017,40,1,Crossbucks,Yes,No,7 - Local,2,25,188,9,2020,0,0,0,0,0,40.82474151,-83.26863235,5525,-9269421.75225431,4986525.34404731
265030A,"https://www.google.com/maps/@40.87539205,-82.29612214,200m/data=!3m1!1e3",ASHLAND,ASHLAND,MR 523,CLARK AVE,Urban,None,None,ASRY - Ashland Railway Inc.,1,PUCO/FRA,Unknown,50,2,Crossbucks,Yes,No,5 - Major Collector,2,25,773,13,2021,0,0,0,0,0,40.87539205,-82.29612214,687,-9161162.41088585,4993979.35708628
228772U,"https://www.google.com/maps/@41.02871158,-83.40414809,200m/data=!3m1!1e3",SENECA,ALVADA,CR 6,W CR 6,Rural,None,None,CSX - CSX Transportation,9,FRA,2021,50,1,Lights and Gates,No,No,5 - Major Collector,2,45,657,53,2021,0,0,0,0,0,41.02871158,-83.40414809,4861,-9284507.29542558,5016577.53818128
481592N,"https://www.google.com/maps/@40.99362206,-82.91863684,200m/data=!3m1!1e3",CRAWFORD,CHATFIELD,CR 14,CRAWFORD SENECA LINE RD,Rural,None,None,NS - Norfolk Southern Railway Company,33,FRA,2020,60,2,Lights and Gates,No,No,7 - Local,2,45,390,20,2021,0,0,0,0,0,40.99362206,-82.91863684,1234,-9230460.43030118,5011400.96466448
229094R,"https://www.google.com/maps/@38.94491441,-82.11437144,200m/data=!3m1!1e3",GALLIA,CHESHIRE,SR 554,W MAIN ST,Urban,None,Ohio Valley Regional Development Commission,CSX - CSX Transportation,1,FRA,2020,20,1,Flashing Lights,No,No,5 - Major Collector,2,35,1006,43,2021,0,0,0,0,0,38.94491441,-82.11437144,1804,-9140930.01551053,4713784.10323421
524712A,"https://www.google.com/maps/@39.28311245,-84.40971693,200m/data=!3m1!1e3",HAMILTON,SHARONVILLE,CR 266,E KEMPER RD,Urban,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,NS - Norfolk Southern Railway Company,14,FRA,2020,40,2,Lights and Gates,No,No,4 - Minor Arterial,2,35,11245,307,2021,0,0,0,0,39,39.28311245,-84.40971693,1211,-9396446.70665196,4762306.51882075
513357H,"https://www.google.com/maps/@39.93530726,-82.9985012,200m/data=!3m1!1e3",FRANKLIN,COLUMBUS,MR 2114,W MOLER ST,Urban,Mid-Ohio Regional Planning Commission (Columbus),None,NS - Norfolk Southern Railway Company,16,PUCO/FRA,2020,30,4,Crossbucks,No,No,7 - Local,1,Unknown,45,3,2020,0,0,0,0,0,39.93530726,-82.9985012,1374,-9239350.89018891,4856545.75540053
228945G,"https://www.google.com/maps/@39.83394797,-82.74431509,200m/data=!3m1!1e3",FAIRFIELD,CANAL WINCHESTER,CR 20,PICKERINGTON RD,Rural,Mid-Ohio Regional Planning Commission (Columbus),None,IORY - Indiana & Ohio Railway,2,PUCO/FRA,2017,25,1,Lights and Gates,Yes,No,5 - Major Collector,2,55,1717,80,2021,0,0,0,0,0,39.83394797,-82.74431509,1472,-9211055.02185698,4841841.31031615
927921X,"https://www.google.com/maps/@39.97810091,-81.94945012,200m/data=!3m1!1e3",MUSKINGUM,ZANESVILLE,TR 737,INNOVATION WAY,Rural,None,Ohio Mid-Eastern Governments Association,CUOH - Columbus & Ohio River Railroad,4,PUCO/FRA,2022,25,2,Lights and Gates,Yes,No,7 - Local,2,25,381,15,2020,0,0,0,0,0,39.97810091,-81.94945012,3132,-9122571.05814717,4862760.4735444
155647C,"https://www.google.com/maps/@40.59178659,-84.1794171,200m/data=!3m1!1e3",AUGLAIZE,WAPAKONETA,CR 166,INFIRMARY RD,Rural,None,None,CSX - CSX Transportation,16,PUCO/FRA,2022,60,1,Lights and Gates,No,No,5 - Major Collector,2,45,1765,89,2021,0,0,0,0,0,40.59178659,-84.1794171,547,-9370809.84684659,4952315.46324797
508877G,"https://www.google.com/maps/@41.71930767,-83.70498554,200m/data=!3m1!1e3",LUCAS,SYLVANIA,MR 428,ERIE ST,Urban,Toledo Metropolitan Area Council of Governments (Toledo),None,NS - Norfolk Southern Railway Company,2,PUCO/FRA,2020,10,1,Flashing Lights,No,No,7 - Local,2,25,2012,61,2021,0,0,0,0,0,41.71930767,-83.70498554,2136,-9317996.36717113,5119025.39022291
960845S,"https://www.google.com/maps/@41.67210766,-83.43421123,200m/data=!3m1!1e3",LUCAS,TOLEDO,CR 179,CEDAR POINT RD,Rural,Toledo Metropolitan Area Council of Governments (Toledo),None,NS - Norfolk Southern Railway Company,0,PUCO/FRA,2019,10,1,Crossbucks,No,No,4 - Minor Arterial,2,35,1056,128,2021,0,0,0,0,1,41.67210766,-83.43421123,2207,-9287853.90886203,5111988.60732401
544969P,"https://www.google.com/maps/@41.08130054,-80.63291994,200m/data=!3m1!1e3",MAHONING,YOUNGSTOWN,CR 538,POWERSDALE AVE,Urban,Eastgate Reginal Council of Governments (Youngstown),None,WTRM - Warren & Trumbull Railroad Company,0,PUCO/FRA,Unknown,10,1,Lights and Gates,Yes,No,5 - Major Collector,2,25,331,74,2021,0,0,0,0,1,41.08130054,-80.63291994,3796,-8976015.58889559,5024340.88091474
976875G,"https://www.google.com/maps/@41.27518298,-84.40286487,200m/data=!3m1!1e3",DEFIANCE,DEFIANCE,MR 189,QUALITY DR,Rural,None,Maumee Valley Planning Organization,CSX - CSX Transportation,2,PUCO/FRA,2021,10,1,Crossbucks,No,No,7 - Local,2,25,Unknown,Unknown,2021,0,0,0,0,0,41.27518298,-84.40286487,1875,-9395683.93882188,5053016.21552819
142304H,"https://www.google.com/maps/@41.20898917,-83.91992012,200m/data=!3m1!1e3",HENRY,DESHLER,TR 3,TWP RD 3,Rural,None,Maumee Valley Planning Organization,CSX - CSX Transportation,39,FRA,2021,60,3,Lights and Gates,No,No,7 - Local,2,25,163,8,2020,0,0,0,0,2,41.20898917,-83.91992012,2468,-9341922.77517059,5043216.56167861
523937B,"https://www.google.com/maps/@41.39707344,-81.84235204,200m/data=!3m1!1e3",CUYAHOGA,BROOK PARK,CR 186,EASTLAND RD,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,NS - Norfolk Southern Railway Company,58,PUCO/FRA,2020,79,3,Lights and Gates,No,Yes,5 - Major Collector,2,25,6938,78,2021,0,0,0,0,1,41.39707344,-81.84235204,1042,-9110648.95441663,5071087.50796404
473787F,"https://www.google.com/maps/@41.56982337,-83.20250661,200m/data=!3m1!1e3",OTTAWA,WILLISTON,TR 22,N LICKERT-HARDER RD,Rural,None,None,NS - Norfolk Southern Railway Company,0,PUCO/FRA,2018,25,1,Crossbucks,No,No,7 - Local,2,40,188,10,2021,0,0,0,0,0,41.56982337,-83.20250661,3464,-9262060.66854918,5096757.30329997
472191P,"https://www.google.com/maps/@41.48475972,-81.76741225,200m/data=!3m1!1e3",CUYAHOGA,CLEVELAND,MR 2426,W 116TH ST,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,NS - Norfolk Southern Railway Company,4,FRA,2020,35,1,Lights and Gates,No,No,7 - Local,2,25,4122,124,2020,1,1,0,0,0,41.48475972,-81.76741225,1543,-9102306.69515368,5084108.70813089
513751K,"https://www.google.com/maps/@40.78892603,-83.64723274,200m/data=!3m1!1e3",HARDIN,DUNKIRK,MR 124,W WAYNE ST,Rural,None,None,CSX - CSX Transportation,7,PUCO/FRA,2020,40,1,Lights and Gates,No,No,7 - Local,2,25,227,7,2020,0,0,0,0,0,40.78892603,-83.64723274,2539,-9311567.35488324,4981257.97583023
142061H,"https://www.google.com/maps/@40.79934625,-81.96554525,200m/data=!3m1!1e3",WAYNE,WOOSTER,SR 302,SR-302,Rural,None,None,RJCL - R. J. Corman Cleveland Line,1,PUCO/FRA,2019,10,1,Lights and Gates,Yes,No,4 - Minor Arterial,2,50,4404,230,2021,0,0,0,0,0,40.79934625,-81.96554525,5456,-9124362.75982302,4982790.18019794
502738R,"https://www.google.com/maps/@40.84881201,-81.21086158,200m/data=!3m1!1e3",STARK,LOUISVILLE,TR 180,MAPLEGROVE AVE,Rural,Stark County Area Transportation Study (Canton),None,NS - Norfolk Southern Railway Company,13,FRA,2020,60,2,Lights and Gates,No,No,7 - Local,2,45,541,27,2020,0,0,0,0,0,40.84881201,-81.21086158,4128,-9040351.75796863,4990066.98120752
544663K,"https://www.google.com/maps/@40.88297048,-80.68695434,200m/data=!3m1!1e3",COLUMBIANA,COLUMBIANA,TR 1703,PITTSBURGH ST,Urban,None,Ohio Mid-Eastern Governments Association,NS - Norfolk Southern Railway Company,48,PUCO/FRA,2020,60,2,Lights and Gates,No,Yes,5 - Major Collector,2,Unknown,1879,94,2021,0,0,0,0,0,40.88297048,-80.68695434,710,-8982030.67078891,4995095.13099424
001938R,"https://www.google.com/maps/@40.95772427,-82.92067195,200m/data=!3m1!1e3",CRAWFORD,CHATFIELD,TR 41,SCHWEMLY RD,Rural,None,None,WE - Wheeling & Lake Erie Railway Company,4,FRA,2021,40,1,Lights and Gates,Yes,No,7 - Local,1,45,98,5,2020,0,0,0,0,0,40.95772427,-82.92067195,879,-9230686.97771008,5006108.00169163
473531C,"https://www.google.com/maps/@40.94567542,-81.87919216,200m/data=!3m1!1e3",WAYNE,CRESTON,SR 604,SR-604,Rural,None,None,WE - Wheeling & Lake Erie Railway Company,8,PUCO/FRA,2021,40,1,Lights and Gates,Yes,No,6 - Minor Collector,2,55,1713,131,2021,0,0,0,0,0,40.94567542,-81.87919216,5124,-9114749.9778158,5004332.09981917
476995S,"https://www.google.com/maps/@40.54218922,-84.41570833,200m/data=!3m1!1e3",AUGLAIZE,ST. MARYS,SR 364,SR 364,Urban,None,None,RJCW - R. J. Corman Western Ohio Line,2,PUCO/FRA,2019,25,1,Flashing Lights,Yes,No,5 - Major Collector,2,40,3740,99,2021,0,0,0,0,0,40.54218922,-84.41570833,215,-9397113.6662491,4945047.40233894
518376E,"https://www.google.com/maps/@40.53343407,-83.5205137,200m/data=!3m1!1e3",HARDIN,MOUNT VICTORY,SR 31,MAIN ST,Rural,None,None,CSX - CSX Transportation,14,FRA,2021,60,3,Lights and Gates,No,No,4 - Minor Arterial,4,25,4793,1019,2021,0,0,0,0,66,40.53343407,-83.5205137,2800,-9297461.05587663,4943764.97066071
142831C,"https://www.google.com/maps/@40.65958055,-81.35677735,200m/data=!3m1!1e3",STARK,EAST SPARTA,CR 70 A,SANDYVILLE,Rural,Stark County Area Transportation Study (Canton),None,WE - Wheeling & Lake Erie Railway Company,2,FRA,2021,25,1,Crossbucks,Yes,No,6 - Minor Collector,2,25,697,80,2021,0,0,0,0,0,40.65958055,-81.35677735,4460,-9056595.02718373,4962258.80172226
503300E,"https://www.google.com/maps/@40.57813495,-80.94142238,200m/data=!3m1!1e3",CARROLL,BERGHOLZ,CR 21,AVON RD NE,Rural,None,Ohio Mid-Eastern Governments Association,OHIC - Ohi-Rail Corporation,2,FRA,2019,30,1,Crossbucks,Yes,No,7 - Local,2,45,534,27,2021,0,0,0,0,0,40.57813495,-80.94142238,46,-9010357.92342488,4950314.39743391
261659L,"https://www.google.com/maps/@40.71446718,-84.34908403,200m/data=!3m1!1e3",ALLEN,SPENCERVILLE,SR 66,N BROADWAY ST,Rural,Lima-Allen County Regional Planning Commission (Lima),None,RJCW - R. J. Corman Western Ohio Line,1,FRA,2019,10,1,Flashing Lights,Yes,No,5 - Major Collector,2,35,2324,220,2021,0,0,0,0,0,40.71446718,-84.34908403,378,-9389697.08309864,4970316.42707703
475447B,"https://www.google.com/maps/@40.81656026,-84.37862112,200m/data=!3m1!1e3",VAN WERT,DELPHOS,TR 205,BRICKNER RD,Rural,None,None,"CFE - Chicago, Ft. Wayne & Eastern",0,FRA,2017,10,1,Crossbucks,Yes,No,7 - Local,2,55,412,21,2020,0,0,0,0,0,40.81656026,-84.37862112,4792,-9392985.13691696,4985321.88034466
524808P,"https://www.google.com/maps/@39.12607259,-84.70516676,200m/data=!3m1!1e3",HAMILTON,CINCINNATI,MR 2881,THORNTON AVE,Urban,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,CIND - Central Railroad Of Indiana,4,PUCO,2018,25,2,Lights and Gates,Yes,No,7 - Local,2,25,3649,109,2020,0,0,0,0,0,39.12607259,-84.70516676,1397,-9429336.03128252,4739746.51200019
920840Y,"https://www.google.com/maps/@39.05383241,-82.63377328,200m/data=!3m1!1e3",JACKSON,JACKSON,CR 10,E BROADWAY ST,Urban,None,Ohio Valley Regional Development Commission,OSCR - Ohio South Central Railroad,1,PUCO/FRA,2018,10,1,Crossbucks,Yes,No,4 - Minor Arterial,2,35,4099,205,2021,0,0,0,0,0,39.05383241,-82.63377328,2823,-9198749.56385642,4729385.53944645
