Crossing ID,Google Maps,County,City,Route,Street,Urban Rural,MPO,RPO,Primary RR,Trains Per Day,TPD Source,TPD Year,Train Speed,Total Tracks,Warning Device,Is Shortline RR,Is Amtrak Service,Road Class,Road Lanes,Road Speed,AADT,AADT Truck,AADT Year,Crashes 5yrs,Crashes PDO,Crashes Injury,Crashes Fatal,Blocked Reports,Lat WGS84,LonWGS84,ObjectId,x,y
229030E,"https://www.google.com/maps/@39.48049022,-82.32771154,200m/data=!3m1!1e3",HOCKING,HAYDENVILLE,TR 1049,MOORES ST,Rural,None,Buckeye Hills-Hocking Valley Regional Development District,HVSR - Hocking Valley Scenic Railway,0,PUCO/FRA,Unknown,30,1,Crossbucks,Yes,No,7 - Local,2,40,36,1,2020,0,0,0,0,0,39.48049022,-82.32771154,2570,-9164678.92680831,4790733.24852649
473868F,"https://www.google.com/maps/@41.66462587,-83.47003822,200m/data=!3m1!1e3",LUCAS,TOLEDO,MR 4032,OTTER CREEK RD,Urban,Toledo Metropolitan Area Council of Governments (Toledo),None,NS - Norfolk Southern Railway Company,8,FRA,2022,20,4,Lights and Gates,No,No,4 - Minor Arterial,2,35,1840,181,2021,0,0,0,0,1,41.66462587,-83.47003822,2693,-9291842.15114548,5110873.66342132
473558L,"https://www.google.com/maps/@41.03090271,-82.01336472,200m/data=!3m1!1e3",MEDINA,LODI,MR 199,SWAMP RD,Rural,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,WE - Wheeling & Lake Erie Railway Company,8,PUCO/FRA,2021,40,1,Lights and Gates,Yes,No,7 - Local,2,25,673,20,2020,0,0,0,0,0,41.03090271,-82.01336472,3234,-9129685.99887343,5016900.87562324
142021K,"https://www.google.com/maps/@40.95248551,-81.73177511,200m/data=!3m1!1e3",WAYNE,RITTMAN,TR 172,GALEHOUSE RD,Rural,Akron Metropolitan Area Transportation Study (Akron),None,CSX - CSX Transportation,19,PUCO/FRA,2023,60,2,Lights and Gates,No,No,7 - Local,2,45,944,48,2021,0,0,0,0,0,40.95248551,-81.73177511,5398,-9098339.58687555,5005335.81152312
938350L,"https://www.google.com/maps/@41.55896709,-83.5464721,200m/data=!3m1!1e3",WOOD,Perrysburg,TR 694,CEDAR PARK BLVD,Urban,Toledo Metropolitan Area Council of Governments (Toledo),None,CSX - CSX Transportation,0,PUCO/FRA,2022,10,2,Crossbucks,No,No,7 - Local,2,45,Unknown,Unknown,2021,0,0,0,0,0,41.55896709,-83.5464721,5324,-9300350.73174644,5095142.0953761
509138M,"https://www.google.com/maps/@41.62196298,-83.5271065,200m/data=!3m1!1e3",LUCAS,TOLEDO,MR 2102,UTAH ST,Urban,Toledo Metropolitan Area Council of Governments (Toledo),None,NS - Norfolk Southern Railway Company,0,PUCO/FRA,2022,10,1,Lights and Gates,No,No,7 - Local,2,25,412,12,2020,0,0,0,0,0,41.62196298,-83.5271065,2152,-9298194.96301553,5104518.47051404
472283C,"https://www.google.com/maps/@41.47424764,-82.14673694,200m/data=!3m1!1e3",LORAIN,LORAIN,CR 636,MISSOURI AVE,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,NS - Norfolk Southern Railway Company,8,FRA,2020,60,1,Lights and Gates,No,No,7 - Local,2,25,1313,53,2020,0,0,0,0,0,41.47424764,-82.14673694,2619,-9144532.92648979,5082546.76101082
472060L,"https://www.google.com/maps/@41.64430047,-81.41071335,200m/data=!3m1!1e3",LAKE,WILLOUGHBY,MR 937,CHURCH ST,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,NS - Norfolk Southern Railway Company,10,PUCO/FRA,2020,60,1,Lights and Gates,No,No,7 - Local,2,50,510,15,2020,0,0,0,0,0,41.64430047,-81.41071335,2029,-9062599.15523916,5107845.40565724
476937W,"https://www.google.com/maps/@40.5986235,-84.29870066,200m/data=!3m1!1e3",AUGLAIZE,BUCKLAND,CR 91,MOULTON FORT AMANDA RD,Rural,None,None,RJCW - R. J. Corman Western Ohio Line,2,FRA,2019,40,1,Lights and Gates,Yes,No,6 - Minor Collector,2,45,2011,64,2021,0,0,0,0,0,40.5986235,-84.29870066,578,-9384088.43200579,4953317.7752654
474480X,"https://www.google.com/maps/@40.67076634,-81.13491381,200m/data=!3m1!1e3",CARROLL,MALVERN,CR 30,BELLFLOWER RD NW,Rural,None,Ohio Mid-Eastern Governments Association,WE - Wheeling & Lake Erie Railway Company,0,FRA,2021,25,1,Crossbucks,Yes,No,7 - Local,2,45,162,9,2021,0,0,0,0,0,40.67076634,-81.13491381,37,-9031897.29088534,4963900.39206426
142215R,"https://www.google.com/maps/@41.14277205,-83.3437656,200m/data=!3m1!1e3",SENECA,FOSTORIA,TR 57,N TR 57,Rural,None,None,CSX - CSX Transportation,40,FRA,2022,79,2,Lights and Gates,No,No,7 - Local,1,45,84,5,2020,0,0,0,0,0,41.14277205,-83.3437656,4783,-9277785.54738595,5033423.371523
142198C,"https://www.google.com/maps/@41.13084005,-83.26056953,200m/data=!3m1!1e3",SENECA,BASCOM,TR 31 A,W TR 31,Rural,None,None,CSX - CSX Transportation,40,FRA,2022,60,2,Lights and Gates,No,No,7 - Local,1,45,4,1,2020,1,0,1,0,0,41.13084005,-83.26056953,4734,-9268524.20323755,5031659.73860107
002015W,"https://www.google.com/maps/@41.09093702,-82.3774229,200m/data=!3m1!1e3",HURON,NEW LONDON,TR 183,CHENANGO RD,Rural,None,None,WE - Wheeling & Lake Erie Railway Company,7,PUCO/FRA,2021,40,2,Lights and Gates,Yes,No,7 - Local,2,55,329,17,2021,0,0,0,0,0,41.09093702,-82.3774229,2742,-9170212.77009015,5025764.1207125
142036A,"https://www.google.com/maps/@40.98476821,-81.89292786,200m/data=!3m1!1e3",WAYNE,CRESTON,MR 48,BROOKLYN AVE,Rural,None,None,CSX - CSX Transportation,20,PUCO/FRA,2022,60,2,Lights and Gates,No,No,7 - Local,2,25,187,6,2020,0,0,0,0,0,40.98476821,-81.89292786,5447,-9116279.02894549,5010095.23783266
525201T,"https://www.google.com/maps/@39.44722242,-84.53372538,200m/data=!3m1!1e3",BUTLER,NEW MIAMI,US 127,HAMILTON-EATON RD,Urban,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,NS - Norfolk Southern Railway Company,29,PUCO/FRA,2020,60,1,Lights and Gates,No,No,3 - Principal Arterial,2,40,7119,569,2021,0,0,0,0,10,39.44722242,-84.53372538,884,-9410251.26416003,4785936.31656944
152376N,"https://www.google.com/maps/@39.27206845,-84.45858202,200m/data=!3m1!1e3",HAMILTON,GLENDALE,CR 235,E SHARON RD,Urban,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,CSX - CSX Transportation,29,FRA,2023,35,2,Lights and Gates,No,Yes,5 - Major Collector,4,25,6305,111,2021,0,0,0,0,0,39.27206845,-84.45858202,1133,-9401886.34358833,4760718.31095114
258841G,"https://www.google.com/maps/@39.68917514,-83.59164904,200m/data=!3m1!1e3",FAYETTE,JEFFERSONVILLE,TR 99,COMPTON RD NW,Rural,None,Ohio Valley Regional Development Commission,IORY - Indiana & Ohio Railway,3,PUCO/FRA,2017,25,1,Lights and Gates,Yes,No,7 - Local,2,45,141,7,2020,0,0,0,0,0,39.68917514,-83.59164904,1809,-9305379.80570283,4820876.33062955
151841G,"https://www.google.com/maps/@39.94499646,-83.03854679,200m/data=!3m1!1e3",FRANKLIN,COLUMBUS,MR 4280,W MOUND ST,Urban,Mid-Ohio Regional Planning Commission (Columbus),None,IORY - Indiana & Ohio Railway,2,FRA,2017,40,1,Lights and Gates,Yes,No,4 - Minor Arterial,4,35,12335,402,2021,0,0,0,0,0,39.94499646,-83.03854679,1880,-9243808.74487622,4857952.53130086
513389N,"https://www.google.com/maps/@39.85467296,-82.6913821,200m/data=!3m1!1e3",FAIRFIELD,PICKERINGTON,TR 233,STOUDERTOWN RD,Rural,None,Central Ohio Rural Planning Organization,KNWA - Kanawha River Railroad,1,PUCO,2018,40,1,Crossbucks,Yes,No,7 - Local,2,55,216,11,2020,0,0,0,0,0,39.85467296,-82.6913821,1382,-9205162.54836402,4844846.16920053
513446A,"https://www.google.com/maps/@39.72025367,-82.29914863,200m/data=!3m1!1e3",PERRY,JUNCTION CITY,SR 668,LOGAN ST,Rural,None,Buckeye Hills-Hocking Valley Regional Development District,KNWA - Kanawha River Railroad,5,PUCO/FRA,Unknown,40,1,Lights and Gates,Yes,No,5 - Major Collector,2,35,1579,73,2021,0,0,0,0,0,39.72025367,-82.29914863,3054,-9161499.31821154,4825373.19129801
000114M,"https://www.google.com/maps/@41.72895426,-83.53537069,200m/data=!3m1!1e3",LUCAS,TOLEDO,MR 2003 A,E STATE LINE RD,Urban,Toledo Metropolitan Area Council of Governments (Toledo),None,AA - Ann Arbor Railroad,4,PUCO/FRA,2019,25,1,Lights and Gates,Yes,No,7 - Local,2,25,769,46,2020,0,0,0,0,0,41.72895426,-83.53537069,2556,-9299114.92843815,5120464.18175441
523820T,"https://www.google.com/maps/@41.76416163,-81.10331644,200m/data=!3m1!1e3",LAKE,MADISON,CR 19,TOWN LINE RD,Rural,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,CSX - CSX Transportation,32,FRA,2023,79,2,Lights and Gates,No,Yes,7 - Local,2,Unknown,2061,104,2021,0,0,0,0,1,41.76416163,-81.10331644,2058,-9028379.88774653,5125717.20472826
502565D,"https://www.google.com/maps/@41.73832122,-80.76138194,200m/data=!3m1!1e3",ASHTABULA,JEFFERSON,MR 538,E JEFFERSON ST,Rural,None,None,"ACJR - Ashtabula, Carson & Jefferson Railroad",0,PUCO,2023,10,4,Flashing Lights,Yes,No,7 - Local,2,Unknown,3476,278,2020,0,0,0,0,0,41.73832122,-80.76138194,137,-8990315.91332188,5121861.47315559
228761G,"https://www.google.com/maps/@40.9016492,-83.33904662,200m/data=!3m1!1e3",WYANDOT,CAREY,CR 4,CH 4,Rural,None,None,CSX - CSX Transportation,11,FRA,2023,50,1,Lights and Gates,No,No,6 - Minor Collector,2,45,423,30,2021,0,0,0,0,0,40.9016492,-83.33904662,5461,-9277260.23293529,4997845.74868104
474346L,"https://www.google.com/maps/@40.75263564,-81.45293191,200m/data=!3m1!1e3",STARK,CANTON,SR 627,SR-627,Urban,Stark County Area Transportation Study (Canton),None,WE - Wheeling & Lake Erie Railway Company,6,PUCO/FRA,2021,25,1,Lights and Gates,Yes,No,4 - Minor Arterial,2,55,8060,982,2021,0,0,0,0,0,40.75263564,-81.45293191,4963,-9067298.90384039,4975923.65974814
544899C,"https://www.google.com/maps/@40.91507589,-81.08930061,200m/data=!3m1!1e3",STARK,ALLIANCE,MR 204,E SUMMIT ST,Urban,Stark County Area Transportation Study (Canton),None,NS - Norfolk Southern Railway Company,5,PUCO/FRA,2020,30,3,Lights and Gates,No,No,5 - Major Collector,4,Unknown,826,34,2021,0,0,0,0,0,40.91507589,-81.08930061,4465,-9026819.65268789,4999823.43532401
472679F,"https://www.google.com/maps/@41.21556625,-81.3734761,200m/data=!3m1!1e3",PORTAGE,STREETSBORO,CR 874,SEASONS RD,Rural,Akron Metropolitan Area Transportation Study (Akron),None,WE - Wheeling & Lake Erie Railway Company,4,PUCO/FRA,2021,25,1,Crossbucks,Yes,No,5 - Major Collector,2,25,1239,38,2021,0,0,0,0,0,41.21556625,-81.3734761,3552,-9058453.92353062,5044189.82068699
478082G,"https://www.google.com/maps/@41.49869786,-84.76868214,200m/data=!3m1!1e3",WILLIAMS,BLAKESLEE,SR 49,SR-49,Rural,None,Maumee Valley Planning Organization,NS - Norfolk Southern Railway Company,15,FRA,2022,60,1,Lights and Gates,No,No,5 - Major Collector,2,55,2154,267,2021,0,0,0,0,0,41.49869786,-84.76868214,5212,-9436406.53104166,5086180.11033643
509482N,"https://www.google.com/maps/@41.5899204,-83.8837313,200m/data=!3m1!1e3",FULTON,SWANTON,MR 233,BROADWAY ST,Rural,None,Maumee Valley Planning Organization,NS - Norfolk Southern Railway Company,0,PUCO/FRA,2018,10,1,Crossbucks,No,No,7 - Local,2,25,983,59,2020,0,0,0,0,0,41.5899204,-83.8837313,1631,-9337894.25415578,5099748.07551337
155253M,"https://www.google.com/maps/@40.43879302,-84.18261701,200m/data=!3m1!1e3",SHELBY,BOTKINS,SR 274,SR-274,Rural,None,None,CSX - CSX Transportation,17,PUCO/FRA,2023,50,1,Lights and Gates,No,No,5 - Major Collector,2,55,2590,376,2021,1,1,0,0,0,40.43879302,-84.18261701,4714,-9371166.05919837,4929912.87472632
510689S,"https://www.google.com/maps/@40.33038999,-80.9454276,200m/data=!3m1!1e3",HARRISON,CADIZ,TR 178,MCAFEE RD,Rural,None,Ohio Mid-Eastern Governments Association,CUOH - Columbus & Ohio River Railroad,1,PUCO/FRA,2016,10,1,Crossbucks,Yes,No,7 - Local,2,55,32,2,2020,0,0,0,0,0,40.33038999,-80.9454276,2307,-9010803.78247579,4914070.44957864
518379A,"https://www.google.com/maps/@40.53514007,-83.5153625,200m/data=!3m1!1e3",HARDIN,MOUNT VICTORY,MR 333,S WHEELER ST,Rural,None,None,CSX - CSX Transportation,14,PUCO/FRA,2021,60,2,Lights and Gates,No,No,7 - Local,2,25,460,23,2020,0,0,0,0,11,40.53514007,-83.5153625,2805,-9296887.62691565,4944014.84797268
228729N,"https://www.google.com/maps/@40.64403644,-83.18095159,200m/data=!3m1!1e3",MARION,MARION,CR 66,KENTON GALION RD W,Rural,None,Central Ohio Rural Planning Organization,CSX - CSX Transportation,10,FRA,2023,40,2,Lights and Gates,No,No,7 - Local,2,45,733,37,2021,0,0,0,0,0,40.64403644,-83.18095159,3303,-9259661.17469874,4959978.05541112
475448H,"https://www.google.com/maps/@40.81596376,-84.37930192,200m/data=!3m1!1e3",ALLEN,DELPHOS,TR 84,W STATE RD,Rural,Lima-Allen County Regional Planning Commission (Lima),None,"CFE - Chicago, Ft. Wayne & Eastern",1,PUCO/FRA,2017,10,1,Crossbucks,Yes,No,7 - Local,2,45,1011,61,2020,0,0,0,0,0,40.81596376,-84.37930192,386,-9393060.92322629,4985234.14086686
532727K,"https://www.google.com/maps/@40.78833496,-84.20823757,200m/data=!3m1!1e3",ALLEN,ELIDA,CR 127,PIQUAD RD,Rural,Lima-Allen County Regional Planning Commission (Lima),None,"CFE - Chicago, Ft. Wayne & Eastern",4,PUCO/FRA,2020,40,1,Flashing Lights,Yes,No,6 - Minor Collector,2,25,2163,182,2021,0,0,0,0,0,40.78833496,-84.20823757,635,-9374018.12689141,4981171.07124079
525233Y,"https://www.google.com/maps/@39.36157463,-84.31340155,200m/data=!3m1!1e3",WARREN,MASON,MR 379,W CHURCH ST,Urban,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,IORY - Indiana & Ohio Railway,0,PUCO/FRA,2017,10,1,Crossbucks,Yes,No,7 - Local,2,25,1401,42,2020,0,0,0,0,0,39.36157463,-84.31340155,5106,-9385724.9275948,4773597.17140132
151314M,"https://www.google.com/maps/@39.28303993,-84.07270583,200m/data=!3m1!1e3",WARREN,PLEASANT PLAIN,TR 256,JACKSON-RUNYAN RD,Rural,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,IORY - Indiana & Ohio Railway,6,FRA,2017,49,1,Crossbucks,Yes,No,7 - Local,2,45,347,18,2021,0,0,0,0,0,39.28303993,-84.07270583,5069,-9358930.80260828,4762296.08909835
151278U,"https://www.google.com/maps/@39.32252661,-83.68332275,200m/data=!3m1!1e3",HIGHLAND,NEW VIENNA,CR 22,NEW VIENNA RD,Rural,None,Ohio Valley Regional Development Commission,IORY - Indiana & Ohio Railway,0,FRA,2017,60,1,Flashing Lights,Yes,No,7 - Local,2,35,164,9,2021,0,0,0,0,0,39.32252661,-83.68332275,2450,-9315584.87641917,4767976.60562062
154078V,"https://www.google.com/maps/@39.47859863,-84.73792532,200m/data=!3m1!1e3",BUTLER,OXFORD,TR 60,BOOTH RD,Rural,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,CSX - CSX Transportation,5,PUCO/FRA,2021,50,1,Lights and Gates,No,Yes,7 - Local,2,55,290,14,2020,0,0,0,0,0,39.47859863,-84.73792532,741,-9432982.69750084,4790460.43594336
155090F,"https://www.google.com/maps/@39.49826681,-84.40062942,200m/data=!3m1!1e3",BUTLER,MIDDLETOWN,TR 134,YANKEE RD,Urban,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,CSX - CSX Transportation,2,PUCO/FRA,2021,10,1,Flashing Lights,No,No,7 - Local,2,35,2425,73,2020,0,0,0,0,0,39.49826681,-84.40062942,778,-9395435.08966618,4793297.42116289
503357F,"https://www.google.com/maps/@39.87046378,-80.84014637,200m/data=!3m1!1e3",BELMONT,POWHATAN POINT,SR 148,STEINERSVILLE RD,Rural,Bel-O-Mar Regional Council Policy Committee (Wheeling-Bridgeport),None,NS - Norfolk Southern Railway Company,4,FRA,2020,10,1,Lights and Gates,No,No,4 - Minor Arterial,2,55,1425,238,2021,0,0,0,0,0,39.87046378,-80.84014637,243,-8999083.9295621,4847136.24551715
141934Y,"https://www.google.com/maps/@41.37461194,-81.81546605,200m/data=!3m1!1e3",CUYAHOGA,MIDDLEBURG HEIGHTS,MR 8648,FRY RD,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,CSX - CSX Transportation,0,FRA,2021,25,1,Lights and Gates,No,No,7 - Local,2,25,4784,144,2020,0,0,0,0,0,41.37461194,-81.81546605,1276,-9107656.01970036,5067754.85712046
141923L,"https://www.google.com/maps/@41.31901625,-81.85777424,200m/data=!3m1!1e3",CUYAHOGA,STRONGSVILLE,SR 237,PROSPECT RD,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,CSX - CSX Transportation,0,PUCO/FRA,2022,25,1,Lights and Gates,No,No,4 - Minor Arterial,2,35,16248,446,2021,0,0,0,0,0,41.31901625,-81.85777424,1239,-9112365.74586755,5059510.97602155
155821J,"https://www.google.com/maps/@41.55084909,-83.63831718,200m/data=!3m1!1e3",WOOD,PERRYSBURG,SR 25,W BOUNDARY ST,Urban,Toledo Metropolitan Area Council of Governments (Toledo),None,CSX - CSX Transportation,3,FRA,2022,25,1,Lights and Gates,No,No,3 - Principal Arterial,4,40,11226,553,2021,0,0,0,0,0,41.55084909,-83.63831718,5604,-9310574.87928391,5093934.46871771
475242H,"https://www.google.com/maps/@41.49921411,-83.72639645,200m/data=!3m1!1e3",LUCAS,WATERVILLE,CR 136,FARNSWORTH RD,Urban,Toledo Metropolitan Area Council of Governments (Toledo),None,TLEW - Toledo Lake Erie & Western Railroad,1,PUCO/FRA,Unknown,35,1,Flashing Lights,Yes,No,5 - Major Collector,2,35,1519,231,2021,0,0,0,0,0,41.49921411,-83.72639645,2948,-9320379.81876975,5086256.8408548
532635X,"https://www.google.com/maps/@40.81388082,-83.39958431,200m/data=!3m1!1e3",WYANDOT,KIRBY,TR 96,TH 96,Rural,None,None,"CFE - Chicago, Ft. Wayne & Eastern",10,PUCO/FRA,2017,40,1,Crossbucks,Yes,No,7 - Local,2,45,65,4,2021,0,0,0,0,0,40.81388082,-83.39958431,5567,-9283999.25775989,4984927.76638689
473200P,"https://www.google.com/maps/@40.88076433,-81.85816958,200m/data=!3m1!1e3",WAYNE,SMITHVILLE,TR 78,E HUTTON RD,Rural,None,None,WE - Wheeling & Lake Erie Railway Company,8,FRA,2021,40,1,Lights and Gates,Yes,No,7 - Local,2,45,509,26,2021,0,0,0,0,0,40.88076433,-81.85816958,5118,-9112409.75491504,4994770.30586534
152216A,"https://www.google.com/maps/@41.03183924,-82.69577031,200m/data=!3m1!1e3",HURON,WILLARD,US 224,US-224,Rural,None,None,ASRY - Ashland Railway Inc.,2,PUCO/FRA,2020,10,1,Lights and Gates,Yes,No,3 - Principal Arterial,2,55,8891,547,2021,0,0,0,0,0,41.03183924,-82.69577031,2899,-9205651.04166671,5017039.07938432
518497C,"https://www.google.com/maps/@41.10749631,-82.34817771,200m/data=!3m1!1e3",HURON,NEW LONDON,CR 63,BUTLER RD,Rural,None,None,CSX - CSX Transportation,32,FRA,2023,60,2,Lights and Gates,No,No,7 - Local,2,Unknown,407,21,2021,0,0,0,0,0,41.10749631,-82.34817771,2401,-9166957.2104312,5028210.29814215
873467K,"https://www.google.com/maps/@40.97530626,-80.65081824,200m/data=!3m1!1e3",MAHONING,Beaver,SR 626,WOODWORTH RD,Urban,Eastgate Reginal Council of Governments (Youngstown),None,"YSRR - Youngstown & Southeastern Railroad Company, Inc.",2,PUCO/FRA,2021,20,1,Flashing Lights,Yes,No,5 - Major Collector,2,45,2997,119,2021,0,0,0,0,0,40.97530626,-80.65081824,3944,-8978008.01853766,5008700.0248519
475219N,"https://www.google.com/maps/@41.33327201,-83.15048564,200m/data=!3m1!1e3",SANDUSKY,FREMONT,CR 156,TUCKER RD,Urban,None,None,NS - Norfolk Southern Railway Company,2,FRA,2017,10,1,Crossbucks,No,No,7 - Local,2,30,1314,66,2021,0,0,0,0,0,41.33327201,-83.15048564,4571,-9256269.72065821,5061624.18822338
513283T,"https://www.google.com/maps/@39.97611516,-83.05069208,200m/data=!3m1!1e3",FRANKLIN,COLUMBUS,MR 2525,URLIN AVE,Urban,Mid-Ohio Regional Planning Commission (Columbus),None,NS - Norfolk Southern Railway Company,1,PUCO/FRA,2019,25,1,Lights and Gates,No,No,6 - Minor Collector,2,Unknown,3347,100,2020,0,0,0,0,0,39.97611516,-83.05069208,1288,-9245160.75237456,4862472.0064528
151729V,"https://www.google.com/maps/@39.9774987,-81.79203887,200m/data=!3m1!1e3",MUSKINGUM,NORWICH,CR 105,SUNDALE RD,Rural,None,Ohio Mid-Eastern Governments Association,CUOH - Columbus & Ohio River Railroad,2,PUCO/FRA,2022,25,1,Lights and Gates,Yes,No,7 - Local,2,45,89,5,2021,0,0,0,0,0,39.9774987,-81.79203887,3446,-9105048.11795204,4862672.99046458
538729U,"https://www.google.com/maps/@40.29753084,-83.97155168,200m/data=!3m1!1e3",LOGAN,QUINCY,SR 235,CARLISLE ST,Rural,None,Logan-Union-Champaign Regional Planning Commission,CSX - CSX Transportation,18,FRA,2023,40,2,Lights and Gates,No,No,5 - Major Collector,2,35,2525,578,2021,0,0,0,0,0,40.29753084,-83.97155168,2911,-9347670.37413866,4909273.31833299
474187G,"https://www.google.com/maps/@40.24394465,-81.85931212,200m/data=!3m1!1e3",COSHOCTON,COSHOCTON,TR 453,T-453 RD,Urban,None,Ohio Mid-Eastern Governments Association,OHCR - Ohio Central Railroad Company,0,FRA,2021,10,3,Crossbucks,Yes,No,5 - Major Collector,2,25,338,21,2021,0,0,0,0,0,40.24394465,-81.85931212,790,-9112536.94188605,4901455.23292215
142630L,"https://www.google.com/maps/@40.4111255,-81.35484377,200m/data=!3m1!1e3",TUSCARAWAS,UHRICHSVILLE,MR 2007,BAUMBERGER DR,Urban,None,Ohio Mid-Eastern Governments Association,RJCL - R. J. Corman Cleveland Line,0,FRA,2019,20,1,Crossbucks,Yes,No,7 - Local,2,25,723,36,2020,0,0,0,0,0,40.4111255,-81.35484377,4073,-9056379.78204273,4925867.01536505
510738L,"https://www.google.com/maps/@40.35974509,-80.89957431,200m/data=!3m1!1e3",HARRISON,CADIZ,CR 4,MILLER STATION RD,Rural,None,Ohio Mid-Eastern Governments Association,CUOH - Columbus & Ohio River Railroad,8,PUCO/FRA,2016,10,1,Lights and Gates,Yes,No,5 - Major Collector,2,55,368,30,2021,0,0,0,0,0,40.35974509,-80.89957431,2413,-9005699.4175818,4918357.99771113
151930Y,"https://www.google.com/maps/@39.50328537,-83.58868606,200m/data=!3m1!1e3",CLINTON,SABINA,TR 169,N BORUM RD,Rural,None,None,IORY - Indiana & Ohio Railway,2,FRA,2017,40,1,Crossbucks,Yes,No,7 - Local,2,45,111,6,2021,0,0,0,0,0,39.50328537,-83.58868606,435,-9305049.96827801,4794021.43876714
151918S,"https://www.google.com/maps/@39.53151446,-83.46468109,200m/data=!3m1!1e3",FAYETTE,Washington Courthouse,TR 69,JONESBORO RD NW,Urban,None,Ohio Valley Regional Development Commission,IORY - Indiana & Ohio Railway,4,FRA,2017,40,2,Crossbucks,Yes,No,7 - Local,2,45,134,7,2020,0,0,0,0,0,39.53151446,-83.46468109,1680,-9291245.79816177,4798094.96764002
481433G,"https://www.google.com/maps/@39.7236165,-82.95721083,200m/data=!3m1!1e3",PICKAWAY,ASHVILLE,SR 752,SR-752,Urban,None,Central Ohio Rural Planning Organization,NS - Norfolk Southern Railway Company,18,PUCO/FRA,2021,60,2,Lights and Gates,No,No,5 - Major Collector,2,35,4190,339,2021,0,0,0,0,1,39.7236165,-82.95721083,3091,-9234754.46722584,4825859.89234807
517451K,"https://www.google.com/maps/@40.11669999,-82.11900016,200m/data=!3m1!1e3",MUSKINGUM,FRAZEYSBURG,MR 77,S BASIN ST,Rural,None,Ohio Mid-Eastern Governments Association,CUOH - Columbus & Ohio River Railroad,2,PUCO/FRA,2022,30,1,Lights and Gates,Yes,No,7 - Local,2,25,1042,52,2020,0,0,0,0,0,40.11669999,-82.11900016,3930,-9141445.28226395,4882915.32400905
155247J,"https://www.google.com/maps/@40.38053153,-84.17697171,200m/data=!3m1!1e3",SHELBY,ANNA,CR 57,MERANDA RD,Rural,None,None,CSX - CSX Transportation,14,PUCO/FRA,2021,50,1,Lights and Gates,No,No,5 - Major Collector,2,45,6868,344,2021,0,0,0,0,0,40.38053153,-84.17697171,4677,-9370537.627277,4921395.15331707
510754V,"https://www.google.com/maps/@40.393105,-81.35941917,200m/data=!3m1!1e3",TUSCARAWAS,UHRICHSVILLE,MR 2066,N WARDELL ST,Urban,None,Ohio Mid-Eastern Governments Association,CUOH - Columbus & Ohio River Railroad,2,PUCO/FRA,2016,30,1,Crossbucks,Yes,No,7 - Local,2,25,118,4,2020,0,0,0,0,0,40.393105,-81.35941917,4336,-9056889.1132409,4923232.747441
509380V,"https://www.google.com/maps/@41.51960987,-83.03881916,200m/data=!3m1!1e3",OTTAWA,OAK HARBOR,CR 14,N TETTAU RD,Rural,None,None,NS - Norfolk Southern Railway Company,42,PUCO/FRA,2022,79,2,Lights and Gates,No,Yes,5 - Major Collector,2,40,244,13,2021,0,0,0,0,0,41.51960987,-83.03881916,3681,-9243839.06496593,5089288.76335282
524063D,"https://www.google.com/maps/@41.43620697,-82.67400418,200m/data=!3m1!1e3",ERIE,SANDUSKY,MR 740,REMINGTON AVE,Urban,Erie Regional Planning Commission (Sandusky),None,NS - Norfolk Southern Railway Company,40,PUCO/FRA,2022,79,2,Lights and Gates,No,Yes,5 - Major Collector,2,25,5918,192,2021,0,0,0,0,2,41.43620697,-82.67400418,1431,-9203228.04715857,5076896.56866362
471953N,"https://www.google.com/maps/@41.94661297,-80.55376479,200m/data=!3m1!1e3",ASHTABULA,CONNEAUT,MR 318,HARBOR ST,Urban,None,None,NS - Norfolk Southern Railway Company,18,FRA,2020,60,1,Lights and Gates,No,No,7 - Local,4,25,3101,93,2020,0,0,0,0,1,41.94661297,-80.55376479,8,-8967204.07790393,5152985.67754119
265019A,"https://www.google.com/maps/@40.95992133,-82.16234958,200m/data=!3m1!1e3",ASHLAND,POLK,CR 175,ASHLAND CO RD 175,Rural,None,None,ASRY - Ashland Railway Inc.,0,FRA,2019,30,1,Lights and Gates,Yes,No,7 - Local,2,45,442,23,2021,0,0,0,0,0,40.95992133,-82.16234958,684,-9146270.91762454,5006431.8652942
