Edition,Name,Footnote,Type,Designation,d,W,A,tw,tw/2,bf,tf,T,k,k1,bf/2tf,h/tw,Fy''',X1,X2x10^6,Ix,Zx,Sx,rx,y,yp,Iy,Zy,Sy,ry,x,xp,rz,maxf,Grip,eo,Qs36,Qs50,Qs36c,Qs50c,Qs36s,Qs50s,Astem,tan(alpha),twstem,twstem/2,OD,ID,twall,J,t,Iy',Sy',ry',sched,Anet36,d1A36,IxA36,SxA36,rxA36,y1A36,ryA36,AnetASTM,d1ASTM,IxASTM,SxASTM,rxASTM,y1ASTM,ryASTM,d/t,ry0,ry1_4,ry3_8,ry1_2,ry5_8,ry3_4,d/Af,rT,Fy'',Cw,Fy',Cc50',Cc36',a,Wno,Sw,Qf,Qw,B,Ht / t,Ht,tnom,tdes,b / t,C,ro,H,ddet,bfdet,twdet,tfdet,kdes,kdet,B/t,Sz,Qs
Historic,,1,B,B33,33.5,165,48.52,0.68,0,11.35,1.19,29.381,2.06,0,4.77,43.2,34,2250,7054,8835.4,600.9,527.5,13.49,0,0,265.5,76,46.8,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69291,0,0,0,99.5,91.7,310,103,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,6,B,B33,33.25,152,44.69,0.65,0,11.32,1.065,29.381,1.935,0,5.31,45.2,32,2079,9910,7953.4,545.2,478.4,13.34,0,0,233,67.3,41.2,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60340,0,0,0,106,91.1,275,91.4,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,2,B,B33,33.5,152,44.68,0.635,0,11.565,1.055,29.639,1.931,0,5.48,46.7,30,2030,10739,8136.2,552.1,485.7,13.49,0,0,245.1,69.2,42.4,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64503,0,0,0,111,93.8,286,93.5,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,1,B,B33,33.27,152,44.65,0.642,0,11.312,1.075,29.381,1.945,0,5.26,45.8,31,2080,9800,7991.4,546.8,480.4,13.38,0,0,234.9,67.8,41.5,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60870,0,0,0,106,91,277,92.3,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,3,B,B33,33.12,143,42.05,0.615,0,11.285,1,29.381,1.87,0,5.64,47.8,28,1967,12366,7442.2,511.2,449.4,13.3,0,0,215.1,62.4,38.1,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55479,0,0,0,111,90.6,256,85.7,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,2,B,B33,33.31,141,41.48,0.605,0,11.535,0.96,29.639,1.836,0,6.01,49,27,1894,14404,7430.8,507.1,446.2,13.38,0,0,218.7,62.2,37.9,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57219,0,0,0,117,93.3,258,84.9,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,3,B,B33,33,135,39.55,0.58,0,11.25,0.94,29.381,1.81,0,5.98,50.7,25,1860,15424,6967.4,479.3,422.3,13.27,0,0,198.7,57.9,35.3,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51058,0,0,0,117,90.2,238,80.4,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,2,B,B33,33.15,132,38.81,0.58,0,11.51,0.88,29.639,1.756,0,6.54,51.1,25,1782,18696,6845.4,469.5,413,13.28,0,0,196.8,56.4,34.2,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51235,0,0,0,123,92.9,235,77.6,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,6,B,B33,32.88,125,36.88,0.54,0,11.21,0.88,29.381,1.75,0,6.37,54.4,22,1748,19667,6482.7,446.2,394.3,13.26,0,0,182.3,53.3,32.5,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46669,0,0,0,123,89.7,221,75.1,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,1,B,B33,32.89,125,36.83,0.535,0,11.205,0.885,29.381,1.755,0,6.33,54.9,21,1747,19573,6498.2,446.7,395.1,13.28,0,0,183.2,53.6,32.7,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46914,0,0,0,123,89.7,222,75.6,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,2,B,B33,33,125,36.75,0.57,0,11.5,0.805,29.639,1.681,0,7.14,52,24,1697,23388,6343.3,438.3,384.4,13.14,0,0,177.2,51.2,30.8,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45918,0,0,0,128,92.6,214,70.8,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,4,B,B33,21,57.5,16.85,0.357,0,6.5,0.74,17.963,1.518,0,4.39,50.3,25,2244,6890,1227.5,131.3,116.9,8.54,0,0,28.4,14.6,8.8,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2914,0,0,0,54.4,32.9,39.6,23,65.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,15,B,B34,18,46,13.53,0.322,0,6,0.664,15.239,1.381,0,4.52,47.3,29,2353,5531,733.2,91.3,81.5,7.36,0,0,19.9,11.1,6.6,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495,0,0,0,47.8,26,25.9,16.3,45.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,10,B,B35,15,36,10.63,0.289,0,5.5,0.588,12.513,1.244,0,4.68,43.3,34,2519,4096,405.1,60.3,54,6.17,0,0,13.5,8.2,4.9,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0,0,0,40.9,19.8,16,11,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,9,B,B36,36.5,192,56.46,0.745,0,12.11,1.27,32.107,2.197,0,4.77,43.1,35,2228,7504,12082,756.4,662,14.63,0,0,344.4,92.7,56.9,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106863,0,0,0,107,107,410,127,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,7,B,B36,36.52,190,55.87,0.726,0,12.111,1.272,32.123,2.199,0,4.76,44.2,33,2207,7681,12049,752.3,659.9,14.68,0,0,344.9,92.6,57,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107128,0,0,0,108,107,411,128,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,9,B,B36,36.25,176,51.8,0.7,0,12.065,1.145,32.107,2.072,0,5.27,45.9,31,2054,10508,10902,686.6,601.5,14.51,0,0,303.7,82.4,50.3,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93567,0,0,0,115,106,366,114,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,6,B,B36,36.25,173,50.94,0.68,0,12.065,1.137,32.123,2.064,0,5.31,47.2,29,2023,11059,10784,677.7,595,14.55,0,0,301.1,81.6,49.9,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92808,0,0,0,116,106,363,114,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,9,B,B36,36.12,167,49.15,0.67,0,12.035,1.08,32.107,2.007,0,5.57,47.9,28,1957,12798,10271,648.4,568.7,14.46,0,0,282.3,76.9,46.9,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86652,0,0,0,119,105,343,108,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,6,B,B36,36.12,164,48.1,0.645,0,12.03,1.072,32.123,1.999,0,5.61,49.8,26,1919,13621,10133,637.9,561.1,14.51,0,0,279.4,76,46.5,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85801,0,0,0,122,105,340,107,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,9,B,B36,36,158,46.44,0.635,0,12,1.02,32.107,1.947,0,5.88,50.6,25,1859,15695,9665.2,611,537,14.43,0,0,262.4,71.8,43.7,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80268,0,0,0,125,105,321,101,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,6,B,B36,36,155,45.58,0.615,0,12,1.012,32.123,1.939,0,5.93,52.2,24,1827,16608,9547.4,602.2,530.4,14.47,0,0,259.9,71,43.3,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79540,0,0,0,127,105,319,101,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,9,B,B36,35.88,150,44.1,0.61,0,11.975,0.96,32.107,1.887,0,6.24,52.6,23,1773,19085,9104,577.1,507.5,14.37,0,0,243.4,66.9,40.7,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74201,0,0,0,130,105,300,95.2,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,5,B,B36,35.88,147,43.24,0.59,0,11.975,0.952,32.123,1.879,0,6.29,54.4,22,1741,20268,8986.2,568.2,500.9,14.42,0,0,240.9,66.1,40.2,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73472,0,0,0,132,105,298,94.6,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,7,B,B36,35.9,147,43.23,0.583,0,11.968,0.962,32.123,1.889,0,6.22,55.1,21,1743,19995,9036.3,570.3,503.4,14.46,0,0,243.3,66.7,40.7,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74247,0,0,0,132,105,301,95.7,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,13,B,B36,12,27.5,8.04,0.255,0,5,0.513,9.786,1.107,0,4.88,38.4,44,2760,2716,199.6,37.1,33.3,4.98,0,0,8.7,5.8,3.5,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,33.7,14.4,9.2,6.98,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,12,B,B37,10,22,6.52,0.232,0,4.67,0.462,7.962,1.019,0,5.05,34.3,55,3009,1860,113.9,25.3,22.8,4.18,0,0,6.4,4.6,2.7,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,28.9,11.1,6.01,4.89,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,11,B,B38,8,17.5,5.15,0.21,0,4.33,0.412,6.157,0.921,0,5.26,29.3,0,3384,1119,58.3,16.2,14.6,3.37,0,0,4.5,3.5,2.1,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8,0,0,0,23.8,8.21,3.66,3.22,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,16,B,B39,8,21,6.17,0.36,0,5.11,0.342,6.565,0.718,0,7.47,18.2,0,3456,1267,63.4,18.2,15.9,3.21,0,0,6.6,4.3,2.6,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,28.6,9.78,4.27,3.11,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,14,B,B39,8,18,5.29,0.25,0,5,0.342,6.565,0.718,0,7.31,26.3,0,2883,2252,58.7,16.4,14.7,3.33,0,0,6.1,4,2.4,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.4,0,0,0,33.1,9.57,4.09,3.11,8.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,17,B,B39,8,17.5,5.14,0.231,0,4.981,0.342,6.565,0.718,0,7.28,28.4,0,2805,2438,57.4,16.1,14.5,3.36,0,0,6,3.9,2.4,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,33.7,9.54,4.06,3.11,8.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,19,B,B39,8,17,5,0.213,0,4.963,0.342,6.565,0.718,0,7.26,30.8,0,2734,2629,57.2,15.8,14.3,3.38,0,0,6,3.9,2.4,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,34.6,9.5,4.03,3.11,7.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,19,B,B39N,8,19,5.59,0.287,0,5.037,0.342,6.565,0.718,0,7.36,22.9,0,3053,1895,60.3,17,15.1,3.29,0,0,6.3,4.1,2.5,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.4,0,0,0,31.8,9.64,4.15,3.11,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,11,B,B40,9,25,7.34,0.38,0,5.38,0.387,7.423,0.788,0,6.96,19.5,0,3371,1411,95.5,24.3,21.2,3.61,0,0,8.8,5.4,3.3,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,31.2,11.6,6.02,4.16,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,10,B,B40,9,21,6.17,0.25,0,5.25,0.387,7.423,0.788,0,6.79,29.7,0,2783,2537,87.6,21.7,19.5,3.77,0,0,8.1,5,3.1,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,36.1,11.3,5.73,4.16,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,12,B,B40,9,20.5,6.02,0.234,0,5.234,0.387,7.423,0.788,0,6.77,31.7,64,2739,2652,86.6,21.4,19.2,3.79,0,0,8,5,3.1,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,36.6,11.3,5.7,4.16,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,13,B,B40N,9,23,6.76,0.316,0,5.316,0.387,7.423,0.788,0,6.88,23.5,0,3043,1946,91.6,23,20.4,3.68,0,0,8.4,5.2,3.2,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,33.7,11.4,5.88,4.16,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,13,B,B40N,9,20,5.88,0.218,0,5.218,0.387,7.423,0.788,0,6.75,34.1,56,2688,2788,85.6,21,19,3.82,0,0,7.9,4.9,3,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,37,11.2,5.67,4.16,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,14,B,B41,6,10,2.91,0.188,0,3,0.318,4.665,0.668,0,4.72,24.8,0,3545,1019,17.8,6.8,5.9,2.47,0,0,1.3,1.4,0.9,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,17,4.26,1.02,1.27,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,8,B,B42,7,12,3.52,0.188,0,3.5,0.333,5.607,0.697,0,5.26,29.8,0,3094,1703,29.8,9.6,8.5,2.91,0,0,2.1,1.9,1.2,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,22.2,5.83,1.7,1.84,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,4,B,B6,6.75,41,12.04,0.495,0,6.245,0.75,4.525,1.113,0,4.16,9.1,0,7313,51,91.2,31.5,27,2.75,0,0,30.5,14.9,9.8,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,18.8,9.37,11,6.47,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,4,B,B6,6.38,30,8.81,0.35,0,6.1,0.565,4.525,0.928,0,5.4,12.9,0,5496,150,63.2,22.5,19.8,2.68,0,0,21.4,10.7,7,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,23.6,8.87,7.64,4.72,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,4,B,B6,6.25,27,7.92,0.335,0,6.085,0.5,4.525,0.863,0,6.09,13.5,0,4974,224,55,19.8,17.6,2.63,0,0,18.8,9.4,6.2,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,25.8,8.75,6.65,4.13,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,4,B,B6,6.12,23,6.76,0.275,0,6.025,0.435,4.525,0.798,0,6.93,16.5,0,4298,389,46.3,16.8,15.1,2.62,0,0,15.9,8,5.3,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,29.3,8.56,5.61,3.55,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,5,B,B6,6.75,41,12.04,0.495,0,6.245,0.75,4.525,1.113,0,4.16,9.1,0,7313,51,91.2,31.5,27,2.75,0,0,30.5,14.9,9.8,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,18.8,9.37,11,6.47,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,5,B,B61,27,90,26.34,0.524,0,9,0.708,24.306,1.347,0,6.36,46.4,30,1860,17103,2958.3,253.1,219.1,10.6,0,0,75.3,28.1,16.7,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13014,0,0,0,92.6,59.2,94.2,39.4,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,18,B,B62,24,74.2,21.7,0.476,0,9,0.594,21.599,1.201,0,7.58,45.4,31,1812,18571,1950.1,186.9,162.5,9.48,0,0,61.2,23,13.6,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8382,0,0,0,93.3,52.7,70.3,29.6,93.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,17,B,B62,24,74,21.7,0.476,0,9,0.594,21.599,1.201,0,7.58,45.4,31,1812,18571,1950.1,186.9,162.5,9.48,0,0,61.2,23,13.6,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8382,0,0,0,93.3,52.7,70.3,29.6,93.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,5,B,B63,21,60.5,17.68,0.428,0,8.25,0.548,18.79,1.105,0,7.53,43.9,33,1872,15736,1235.5,134.7,117.7,8.36,0,0,43.5,17.7,10.6,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4549,0,0,0,82.9,42.2,47.6,21.9,67.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,6,B,B63,21,60.4,17.68,0.428,0,8.25,0.548,18.79,1.105,0,7.53,43.9,33,1872,15736,1235.5,134.7,117.7,8.36,0,0,43.5,17.7,10.6,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4549,0,0,0,82.9,42.2,47.6,21.9,67.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,17,B,B64,18,48.2,14.09,0.38,0,7.5,0.502,15.979,1.011,0,7.47,42,36,1958,12623,737.1,93.3,81.9,7.23,0,0,30,13.4,8,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2296,0,0,0,72.3,32.8,30.9,15.6,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,16,B,B64,18,48,14.08,0.38,0,7.5,0.502,15.979,1.011,0,7.47,42,36,1957,12623,737.1,93.3,81.9,7.23,0,0,30,13.4,8,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2296,0,0,0,72.3,32.8,30.9,15.6,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
