Aáhi taria
Blunt-snouted charr
Blunt-snouted clingfish
Blunt-snouted flying fish
Blunt-snouted mullet
Blunt-tooth conger
Blunt-tooth snailfish
Blunt-toothed African catfish
Blunt-toothed snake eel
Bluntface shiner
Blunthead blaasop
Blunthead cichlid
Blunthead puffer
Blunthead shark
Blunthead silverside
Blunthead triggerfish
Bluntheaded wrasse
Bluntjaw sea pike
Bluntnose
Bluntnose darter
Bluntnose fiddlefish
Bluntnose flyingfish
Bluntnose grenadier
Bluntnose guitarfish
Bluntnose jack
Bluntnose klipfish
Bluntnose knifefish
Bluntnose lanternfish
Bluntnose lizardfish
Bluntnose minnow
Bluntnose sevengill shark
Bluntnose shiner
Bluntnose sixgill shark
Bluntnose snake-eel
Bluntnose spiny dogfish
Bluntnose stingray
Bluntnose whip ray
Bluntnose whiptail ray
Bluntnosed sawtooth pellonuline
Bluntnosed shiner
Bluntnosed spinefoot
Bluntsnout gregory
Bluntsnout grenadier
Bluntsnout lanternfish
Bluntsnout slickhead
Bluntsnout smooth-head
Bluntsnout snailfish
Bluntsnouted mullet
Bluntspine blenny
Blunttooth catfish
Blur tang
Blurred lantern shark
Blurred smooth lantern shark
Blurter
Blyth's loach
Boa cat shark
Boa Catshark
Boa dragonfish
Boa scaly dragonfish
Boal
Boar fish
Boar grunt
Boar hawkfish
Boar-fish
Boarfish
Bobby
Bobby cod
Bobby perch
Bobo croaker
Bobo Mullet
Bobtail eel
Bobtail snipe eel
Boca abou
Bocaccio
Bocaccio rockfish
Boccone weakfish
Bocochi pupfish
Bocon
Bocon toadfish
Boddart's goggle-eyed goby
Boe drum
Boehlke's coralbrotula
Boehlke's penguin fish
Boehm's Gabon killi
Boenacki grouper
Boer's batfish
Boeseman croaker
Boeseman's rainbowfish
Boeseman's skate
Boga
Boga labeo
Boga-portuguesa
Boganida char
Boggut labeo
Bogita
Bogue
Bogue lanternfish
Bohar snapper
Boji Plains nothobranch
Boka
Bokar
Bold characodon
Bold scorpionfish
Bold-spot soapfish
Boldingh's ghostgoby
Bolin's clingfish
Bolin's lantern fish
Bolin’s lanternfish
Bolina
Bolini's lanternfish
Bollons' rattail
Bolson pupfish
Bombay duck
Bombay duck (India)
Bombay duck fish
Bombay labeo
Bombay swampeel
Bombay-duck
Bombon sardine
Bonaeci arara
Bonapart's spiny eel
Bond's catfish
Bondfin dottyback
Bone jack
Bone shark
Bonefin
Bonefish
Bonehead sculpin
Bonejack
Boneythroat
Bonga
Bonga shad
Bonito
Bonito shark
Bonnet
Bonnet hammerhead
Bonnet shark
Bonnet skate
Bonnethead
Bonnethead shark
Bonnetmouth
Bonnetnose shark
Bonneville cisco
Bonneville whitefish
Bont bream
Bony bream
Bony fish
Bony flyingfish
Bony mullet
Bony salmon
Bony tongue
Bony-bream
Bony-eared assfish
Bony-headed pipefish
Bony-lipped barb
Bonyfish
Bonyhead pipefish
Bonyhead sculpin
Bonylip barb
Bonyskull toadfish
Bonytail
Bonytail Chub
Boofhead catfish
Boohoo
Boomerang triggerfish
Boopis razorbelly minnow
Boot
Booth’s pipefish
Borapet rasbora
Borax Lake Chub
Bordello slickhead
Border barb
Bordered ray
Bordered skate
Bore-drain fish
Boreal skate
Boreham's sole
Borelli's dwarf cichlid
Borer
Borna snakehead
Bornean grenadier anchovy
Bornean leaffish
Borneo algae-eater
Borneo betta
Borneo cat shark
Borneo catshark
Borneo headbreather
Borneo hoverer
Borneo leg skate
Borneo loach
Borneo mullet
Borneo river shark
Borneo river sprat
Borneo Sand Skate
Borneo shark
Borneo threadfin
Borneo tongue-sole
Borriqueta porgy
Bosch' moray eel
Bosch's moray
Bosch's reef-eel
Boschma's anglerfish
Boschma's frogfish
Boseman's Rainbow Fish
Bosemani
Bossus
Boston bluefish
Boston hake
Boston mackerel
Bostreep-ghieliemientjie
Bot river klipfish
Bottego's minnow
Bottle-nose
Bottlefish
Bottlefish boxfish
Bottlelight
Bottlelights
Bottlenose
Bottlenose catfish
Bottlenose jewfish
Bottlenose skate
Bottlenosed skate
Bottom skate
Bottom Whitefish
Bouche coupante
Bougainville's frogfish
Bougainvilles anglerfish
Boulder Darter
Boulenger's anthias
Boulenger's croaker
Boulenger's Kivu haplo
Boulenger's snaggletooth
Boulenger's toadfish
Bourbon Chromis
Bourriqueta porgy
Boutan's sillago
Bouy fish
Bouyfish
Bow
Bow-mouthed angel fish
Bow-mouthed angel shark
Bowany barb
Bowen snapper
Bower's parrotfish
Bowfin
Bowmouth guitarfish
Bowmouth moray
Bowmouthed guitarfish
Bownband perchlet
Bowstripe barb
Bowtie damselfish
Box
Box fish
Box sea catfish
Boxer pupfish
Boxer snipe eel
Boxfish
Boxlip mullet
Boxy
Boyer's sand smelt
Brabant cichlid
Bracelet cardinalfish
Bracelet damsel
Bracelet damselfish
Brachygalaxias
Bracketed blenny
Brackish damsel
Brackish damselfish
Brackish water anglerfish
Brackish water perch
Brackish-water anglerfish
Brackish-water frogfish
Brackishwater frogfish
Bradbury’s triangular batfish
Brahm’s dwarfgoby
Brainbeard plunderfish
Braize
Bramble shark
Branch herring
Branched ray flounder
Branchy
Branded goby
Branstickle
Brasilia lyrefin
Brasilian mullet
Brassblotched rockfish
Brassey trevally
Brassy cardinalfish
Brassy chub
Brassy drummer
Brassy grunt
Brassy kingfish
Brassy minnow
Brassy rudderfish
Brassy trevally
Brauer's bristlemouth
Brauer's dragonfish
Brauer's eye - nosed fish
Brauer’s lanternfish
Braun's pughead pipefish
Braun's wrasse
Brauns hulafish
Bravo clinid
Bravo's bearded goby
Brazhnikov's catfish
Brazhnikov's shad
Brazil blenny
Brazil fish
Brazil-butterfly
Brazilian basslet
Brazilian blenny
Brazilian bocachico
Brazilian codling
Brazilian cow-nose ray
Brazilian cownose ray
Brazilian croaker
Brazilian cusk-eel
Brazilian damsel
Brazilian dartfish
Brazilian electric ray
Brazilian flamefish
Brazilian flathead
Brazilian flounder
Brazilian guitarfish
Brazilian large-eyed stingray
Brazilian lizardfish
Brazilian luminous roughy
Brazilian menhaden
Brazilian mojarra
Brazilian sand stargazer
Brazilian sandperch
Brazilian sardinella
Brazilian sharpnose shark
Brazilian silversides
Brazilian skate
Brazilian slope dragonet
Brazilian snapper
Brazilian stargazer
Brazilian whitetail dogfish
Brazilian wrasse
Braziliensis
Braznikov's catfish
Breaked coral fish
Breakfast fish
Breaksea cod
Breaksea rock cod
Bream
Breast-spot blenny
Breastspot blenny
Breastspot cleaner wrasse
Breastspot cleanerfish
Breca
Breede redfin
Breede River redfin
Breeder
Breet
Bressou sea catfish
Briána
Briarium pipefish
Brichard's lampeye
Brick goby
Brick seabass
Brick seamoth
Brick soldierfish
Brick sole
Bricked firefish
Bridge duckbill eel
Bridgelip sucker
Bridle cardinalfish
Bridle shiner
Bridle triggerfish
Bridlebass
Bridled anemonefish
Bridled beauty
Bridled burrfish
Bridled cardinalfish
Bridled darter
Bridled goby
Bridled grouper
Bridled leatherjacket
Bridled monacle bream
Bridled parrotfish
Bridled Pigface-bream
Bridled rock whiting
Bridled sand perch
Bridled seabream
Bridled spine-cheek
Bridled spinecheek
Bridled trigger
Bridled triggerfish
Bridled tuskfish
Bridled weed whiting
Brier shark
Brigg's northern pipefish
Brigg's southern pipefish
Briggs crested pipefish
Briggs' pipefish
Brigham's snapper fish
Bright anchovy
Bright goatfish
Bright goby
Bright lanternfish
Bright mullet
Bright redfish
Bright silverside
Bright-eye damsel
Bright-saddled goatfish
Brightbelly sculpin
Brightchin dragonfish
Brighteye cusk-eel
Brighteye damsel
Brighteye damselfish
Brighteye darter
Brightspot skate
Brill
Brilliant blue eyes
Brilliant lightfish
Brilliant pearlside
Brilliant pomfret
Brilliant rasbora
Brilliant red hawkfish
Brilliant rummynose tetra
Brim
Brim snapper
Brin
Brindle bass
Brindle grouper
Brindlebass
Brindled madtom
Brisling
Brismak
Bristle herring
Bristle-finned moonfish
Bristle-tail file-fish
Bristle-tailed leatherjacket
Bristle-toothed surgeonfish
Bristlemouth
Bristlemouth catfish
Bristletooth conger
Bristletoothed surgeonfish
Bristly cat shark
Bristly catshark
Bristly frogfish
Bristly grenadier
Bristly searobin
Bristol snailfish
Brito's goby
Britski's catfish
Britski’s tube-snouted ghost knifefish
Britt
Brittle watersnake
Broad alfonsin
Broad alfonsino
Broad clingfish
Broad flounder
Broad mojarra
Broad sandfish
Broad shad
Broad skate
Broad snouted sevengill
Broad stingray
Broad whitefish
Broad-banded cardinalfish
Broad-banded goby
Broad-banded hardyhead
Broad-banded pipefish
Broad-banded ponyfish
Broad-banded pygmy goby
Broad-banded shrimp-goby
Broad-banded shrimpgoby
Broad-banded silverside
Broad-barred butterflyfish
Broad-barred goby
Broad-barred king mackerel
Broad-barred mackerel
Broad-barred maori goby
Broad-barred sleeper-goby
Broad-bill sword-fish
Broad-finned galaxias
Broad-forehead flounder
Broad-head croaker
Broad-headed angler
Broad-headed fishing-frog
Broad-mouth tadpole
Broad-mouthed mullet
Broad-nosed pipefish
Broad-snout
Broad-snouted catfish
Broad-striped anchovy
Broadbacked stingaree
Broadband anchovy
Broadband barb
Broadband dogfish
Broadband flathead
Broadband lantern fish
Broadband lantern shark
Broadband seaperch
Broadbanded cardinalfish
Broadbanded lanternshark
Broadbanded mackerel
Broadbanded Moray
Broadbanded ponyfish
Broadbanded shrimpgoby
Broadbanded thornyhead
Broadbanded velvetchin
Broadbar citharine
Broadbarred citharine
Broadbarred firefish
Broadbarred glider goby
Broadbarred glidergoby
Broadbarred king mackerel
Broadbarred lionfish
Broadbarred mackerel
Broadbarred spanish mackerel
Broadbarred toadfish
Broadbent's catfish
Broadbent's frogfish
Broadbill
Broadbill swordfish
Broadbodied toadfish
Broadbrow flounder
Broadfin lampfish
Broadfin lanternfish
Broadfin sawtail cat shark
Broadfin shark
Broadfin snailfish
Broadfin thornyhead
Broadfoot leg skate
Broadgill cat shark
Broadgill Catshark
Broadgilled hagfish
Broadhead anchovy
Broadhead cat shark
Broadhead catfish
Broadhead clingfish
Broadhead flathead
Broadhead goosefish
Broadhead lanternfish
Broadhead sleeper
Broadheaded silverside
Broadmouth cat shark
Broadnose cat shark
Broadnose catshark
Broadnose sevengill
Broadnose sevengill shark
Broadnose shark
Broadnose wedgefish
Broadnose worm eel
Broadnosed pipefish
Broadsaddle cardinalfish
Broadscale cardinal fish
Broadsnout grenadier
Broadsnout sevengill shark
Broadsnouted sevengill shark
Broadspotted molly
Broadstripe cardinalfish
Broadstripe goby
Broadstripe shiner
Broadstripe silverside
Broadstripe topminnow
Broadstriped barb
Broadstriped cardinal
Broadstriped cardinalfish
Broadstriped soldierfish
Broadtail mountain catfish
Brocade perch
Brochet
Brock's bristle-mouth fish
Brock's pipefish
Brock's scorpionfish
Brock’s pipefish
Brokeline wrasse
Broken fish
Broken-line grouper
Brokenbar blenny
Brokenline lanternfish
Brond-snout
Bronze
Bronze bream
Bronze bullseye
Bronze Cardinalfish
Bronze catfish
Bronze corydoras
Bronze croaker
Bronze darter
Bronze featherback
Bronze grunt
Bronze hammerhead shark
Bronze minnow
Bronze pufferfish
Bronze reef chromis
Bronze seabream
Bronze shark whaler
Bronze soldierfish
Bronze sweeper
Bronze whaler
Bronze whaler shark
Bronze whiptail
Bronze-croaker
Bronze-lined rabbitfish.
Bronze-streaked cardinalfish
Bronze-striped grunt
Bronzeback
Bronzespot razorfish
Bronzespotted rockfish
Bronzestripe grunt
Bronzestriped grunt
Bronzestriped grunter
Bronzie
Brooch lanternfish
Brook char
Brook charr
Brook darter
Brook lamprey
Brook silverside
Brook stickleback
Brook sucker
Brook trout
Brookie
Broom filefish
Broom leatherjacket
Broom-tail file
Broom-tail grouper
Broomfin dragonfish
Broomtail filefish
Broomtail grouper
Broomtail wrasse
Brotched croaker
Brother Jim
Brotula
Brótula café
Broussonet tarpon
Broussonnet's mullet
Brow bellied ray
Brown acara
Brown anemonefish
Brown angelfish
Brown backed toadfish
Brown barracuda
Brown bass
Brown bight skate
Brown bird wrasse
Brown blubber-lips
Brown bomber
Brown brotula
Brown bullhead
Brown bullhead catfish
Brown butterflyfish
Brown cat shark
Brown catfish
Brown catshark
Brown chromis
Brown chub
Brown clownfish
Brown codling
Brown comber
Brown common gray shark
Brown conger
Brown coral blenny
Brown coral cod
Brown coral-blenny
Brown coral-cod
Brown coscarob
Brown croaker
Brown damsel
Brown damselfish
Brown darter
Brown demoiselle
Brown Discus
Brown dottyback
Brown driftfish
Brown drombus
Brown dusky shark
Brown eagle-ray
Brown eel
Brown electric ray
Brown flounder
Brown flying gurnard
Brown frogfish
Brown galaxias
Brown Garden Eel
Brown goby
Brown grenadier cod
Brown groper
Brown grouper
Brown gudgeon
Brown guitarfish
Brown hagfish
Brown hogfish
Brown hoplo
Brown Irish lord
Brown kelp-fish
Brown lantern shark
Brown lanternshark
Brown large-eyed croaker
Brown leaf catfish
Brown leatherjacket
Brown lefteye flounder
Brown madtom
Brown meagre
Brown Milbert's sand bar shark
Brown minnow
Brown moray
Brown moray eel
Brown moray-eel
Brown mudfish
Brown numbfish
Brown pencilfish
Brown pigmy angelfish
Brown pike conger
Brown pipefish
Brown pomfret
Brown porcupine fish
Brown puller
Brown pygmy grouper
Brown ray
Brown reef eel
Brown reef-eel
Brown remora
Brown ribbed snailfish
Brown rivulus
Brown rock-cod
Brown rockcod
Brown rockfish
Brown rough skate
Brown rudderfish
Brown ruff
Brown sabertooth blenny
Brown sabre-tooth
Brown sabretooth blenny
Brown saiffin tang
Brown sailfin surgeonfish
Brown sailfin tang
Brown sailfish surgeonfish
Brown sailing tang
Brown sea catfish
Brown sea-perch
Brown shark
Brown shovelnose ray
Brown shy shark
Brown shyshark
Brown skate
Brown sleeper
Brown slickhead
Brown smooth hound
Brown smooth-hound
Brown smoothhound
Brown snailfish
Brown snake moray
Brown snakehead
Brown snapper
Brown sole
Brown speckled eel
Brown spiketail paradisefish
Brown spinefoot
Brown spotted cat shark
Brown spotted moray
Brown spotted snake moray
Brown squeaker
Brown stargazer
Brown stingaree
Brown stingray
Brown stripe red snapper
Brown stripe snapper
Brown stripped snapper
Brown sucker
Brown surgeon
Brown surgeonfish
Brown sweetlip
Brown sweetlips
Brown tang
Brown topknot
Brown triggerfish
Brown triple tail
Brown tripletail
Brown trout
Brown unicornfish
Brown weedfish
Brown wrasse
Brown-and-white butterflyfish
Brown-back mullet
Brown-backed mullet
Brown-backed toadfish
Brown-backed trevally
Brown-banded bamboo shark
Brown-banded butterflyfish
Brown-banded catshark
Brown-banded cod
Brown-banded coral cod
Brown-banded cusk-eel
brown-banded dwarfgoby
Brown-banded grouper
Brown-banded morwong
Brown-banded mullet
Brown-banded pipefish
Brown-banded rockcod
Brown-banded seabass
Brown-barred goby
Brown-barred grouper
Brown-barred rockcod
Brown-blotched sole
Brown-finned rock-cod
Brown-flecked moray
Brown-flecked reef eel
Brown-headed emperor
Brown-lined puffer
Brown-lined reef cod
Brown-lined reefcod
Brown-lined rock cod
Brown-lined rock-cod
Brown-lined triggerfish
Brown-lined wrasse
Brown-marbled grouper
Brown-marbled reef cod
Brown-red coralgoby
Brown-reticulate stingray
Brown-snout spookfish
Brown-speckled sand-goby
Brown-spotted bambooshark
Brown-spotted blenny
Brown-spotted boarfish
Brown-spotted cardinalfish
Brown-spotted cat shark
Brown-spotted catshark
Brown-spotted electric ray
Brown-spotted grouper
Brown-spotted moray
Brown-spotted parrotfish
Brown-spotted rabbitfish
Brown-spotted reef-cod
Brown-spotted rock-cod
Brown-spotted rockcod
Brown-spotted snake moray
Brown-spotted spinefoot
Brown-stripe snapper
Brown-striped leatherjacket
Brown-striped siphonfish
Brown-white Labrosus
Brownback cod
Brownback grouper
Brownback toby
Brownback trevally
Brownback whitefish
Brownband goatfish
Brownband perchlet
Brownbanded bambooshark
Brownbanded cusk
Brownbanded wrasse
Brownbarred grouper
Brownbarred rockcod
Brownboy goby
Brownburnie
Browncheek blenny
Browndotted searobin
Browneye skate
Brownfield's wrasse
Brownfields wrasse
Brownie
Brownkelly
Brownmarbled grouper
Brownmargin flathead
Brownsaddle clownfish
Brownsnout spookfish
Brownspot bigeye
Brownspot largemouth
Brownspot squirrelfish
Brownspotted blenny
Brownspotted catshark
Brownspotted flathead
Brownspotted grouper
Brownspotted killifish
Brownspotted moray
Brownspotted rockcod
Brownspotted snake moray
Brownspotted spinefoot
Brownspotted wrasse
Brownstripe red snapper
Brownstripe red-snapper
Brownstripe seaperch
Brownstriped grunt
Browntail snailfish
Browny
Bruce's argentine
Bruening's killi
Bruised-face trevally
Brummer's moray
Brunei beauty
Brush-sided leatherjacket
Brush-tail toadfish
Brush-tailed pipefish
Brushsided leatherjacket
Brushtail pipefish
Brushtail tang
Brushtooth butterflyfish
Brushtooth lizardfish
Brushytoothed butterflyfish
Bruun's cut-throat eel
Bruun's cutthroat
Bryan's sand dart
Buan goby
Bubble nest builder
Bubble-head snailfish
Bubblebarb squeaker
Bubblefin wrasse
Bubblenest catfish
Bubu
Buccaneer anchovy
Buccaneer rockfish
Bucchich's goby
Buchanan's blue-tail mullet
Buchanan's mullet
Buck
Buck salmon
Buck-nosed trevally
Buckler dory
Bucktooth
Bucktooth parrot fish
Bucktooth parrotfish
Bucktooth tetra
Bucktoothed tetra
Bud river pipefish
Buenos Aires tetra
Buff bream
Buff chromis
Buff-backed spiny eel
Buffalo bream
Buffalo cod
Buffalo darter
Buffalo sculpin
Buffalo Springs tilapia
Buffalo trunkfish
Buffalofish
Buffalohead
Buffon's garfish
Buffon's halfbeak
Buffon's river-garfish
Buffonis halfbeak
Bug-eyed dottyback
Bug-eyed goby
Bugeye dottyback
Bugeye squeaker
Bugfish
Bugler
Buglet
Bukhara loach
Bukhara stone loach
Bukkaia
Bukoba lampeye
Bulat-mai barbel
Bulatmai barbel
Bulb-fish
Bulbless dragonfish
Bulbnose unicornfish
Bulbous dreamer
Bulbous rattail
Bulbous whiptail
Bulbsnout fangblenny
Bulera haplo
Bulgarian barbel
Bulgarian minnow
Bulgarian spined loach
Bulgarian stone loach
Bull chub
Bull dog
Bull dog shark
Bull goby
Bull herring
Bull huss
Bull klipfish
Bull pipefish
Bull ray
Bull sculpin
Bull shark
Bull Trout
Bull-eye
Bull-head shark
Bull-head torrent catfish
Bull-nose mullet
Bull-ray
Bull-rout
Bull's-eye stingray
Bulldog
Bulldog dentex
Bulldog eelgoby
Bulldog goodeid
Bulldog lightfish
Bulldog stargazer
Bulldog-fish
Bullet Mackerel
Bullet tuna
Bullet-tuna
Bullethead parrot
Bullethead parrotfish
Bullethead rockskipper
Bullethead rockskippper
Bulleye
Bullhead
Bullhead fry
Bullhead gurnard
Bullhead minnow
Bullhead notothen
Bullhead scorpionfish
Bullhead shark
Bullhead triplefin
Bullhorn gurnard
Bullis skate
Bullish conger
Bullneck seahorse
Bullnose eagle ray
Bullnose ray
Bullray
Bullrout
Bulls-eye
Bulls-eye cardinal
Bulls-eye cardinalfish
Bullseye
Bullseye cardinal fish
Bullseye cardinalfish
Bullseye ctenopoma
Bullseye electric ray
Bullseye grenadier
Bullseye jawfish
Bullseye lanternfish
Bullseye mullet
Bullseye perch
Bullseye puffer
Bullseye pygmy goby
Bullseye snakehead
Bullseye wriggler
Bullshark
Bully
Bully mullet
Bulmer's goby
Bulolo rainbowfish
Bumblebee allotoca
Bumblebee catfish
Bumblebee fish
Bumblebee goby
Bumblebeefish
Bumper
Bumphead damselfish
Bumphead parrotfish
Bumpnose kingfish
Bumpnose trevally
Bumpnosed trevally
Bumpy lumpsucker
Bumpytail ragged-tooth
Bumpytail raggedtooth
Bundoon blenny
Bundoon fangblenny
Bung
Bunjako barb
Bunker
Buntingi
Buoy keg
Burbot
Burchell's redfin
Burdur loach
Burdur spring minnow
Burgess' butterflyfish
Burgundy shrimp-goby
Burgundy shrimpgoby
Buri
Burma hairfin anchovy
Burmese bamboo shark
Burmese bat catfish
Burmese carplet
Burmese garua
Burmese geel goby
Burmese gobyeel
Burmese kingfish
Burmese loach
Burmese mullet
Burmese pufferfish
Burmese river gizzard shad
Burmese River ilisha
Burmese river shad
